stage,endocrine.pancreas,erythrocytes,eye,gut,neural,notochord,periderm,spinal.cord
 24-34,0,0,0,0,0,0,0,1.54
 36-46,0,0,1.63,0,10.92,0,0,1.85
 48-58,0,0,0,0,6.82,2.65,0.39,2.98
 60-70,0,0,3.91,0,9.7,0,0,2.12
 72-82,0,0,1.54,0,9.56,0,0,3.26
 84-94,1.05,0,0,0,10.5,0,0,1.41
 96-106,0,0,5.44,1.11,10.81,0,0,3.95
108-118,0,1.32,1.32,0,12.41,0,0,4.77
120,0,0,0,0,31.64,0,0,0
