stage,blastomeres,eye,neural,paraxial.mesoderm
  3-4,23.11,0,0,0
  5-6,25.25,0,0,0
  7-9,0,0,0,4.13
 36-46,0,1.56,1.31,0
 48-58,0,0,1.56,0
 96-106,0,0,1.91,0
108-118,0,0,0.62,0
