stage,blastomeres,endoderm,eye,mesenchyme,neural,periderm,pronephros,spinal.cord
  3-4,122.03,0,0,0,0,12.22,0,0
  5-6,49.79,0,0,0,0,15.11,0,0
  7-9,0,0,9.6,0,27.71,0,0,0
 10-12,0,0,0,0,12.79,0,15.45,0
 14-21,0,0,0,0,0,0,0,1.11
 24-34,0,0.76,0,0,2.63,0,0,0
 36-46,0,0,0,0,4.94,0,0,0
 48-58,0,0,0,0,4.72,0,0,0
 60-70,0,0,0,0,3.6,0,0,3.27
 72-82,0,0,0,0,1.02,0,0,0
 84-94,0,0,4.49,0,0,1.49,0,0
 96-106,0,0,0,1.65,10.27,0,0,0
108-118,0,0,0,0,5.98,0,0,0
120,0,0,0,0,3.5,1.01,0,0
