stage,axial,blastomeres,hatching.gland,mesenchyme,neural,notochord,paraxial.mesoderm,spinal.cord
  3-4,10.75,149.22,0,0,0,0,0,0
  5-6,0,211.38,0,0,0,0,0,0
  7-9,0,0,0,0,52.52,4.73,10.56,0
 10-12,0,20.88,5.59,0,19.24,6.15,0,0
 14-21,0,0,0,0,0,0,0,1.99
 24-34,0,0,0,0,0.96,0,0,0
 36-46,0,0,0,0,3.27,0,0,0
 48-58,0,0,0,2.59,0,0,0,0
 60-70,0,0,0,0,3.99,0,0,0
 84-94,0,0,0,0.76,0,0,0,0
