stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.37,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.38,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,20.07,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,10.91,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.67,0,0,0,38.31,0,0,11.11,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.42,7.32,1.64,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,9.09,0,0,0,9.41,3.49,0,0.86,0,0,0,0,0,0,0,0,3.94,0,0,1.02,0,0
 24-34,0,0,1.12,19.6,0.87,0,4.64,0,0,0,0.92,3.3,0,5.47,0,0,0,0,0,0,1.77,0,0,4.26,89.41,1.42,6.05,1.51,0,0,3.36,0,0,0,2.69,0.77,36.41,0,0,3.83,0,0
 36-46,0,0,0.56,23.99,2.92,0,16.34,12.09,0,0,26.06,0,0,23.44,0.64,0,0,0,0,0,42.82,0,0,0.66,94.44,20.86,6.69,0,0,0,6.58,0,1.05,0.67,45.54,0,58.15,0,0,5.32,0,0.71
 48-58,0,1.29,0,25.02,0,0,91.33,10.84,0.37,0.75,24.1,0,2.14,9.88,0,0,0,0,2.05,0,95.39,0,1.8,3.17,124.36,11.43,13.46,0.44,0,0,1,0,0,0.61,25.71,0,75.92,0,0.61,22.25,0,0
 60-70,0,0,0,28.7,0,0,291.14,17.04,6.51,0,97.77,0,7.14,7.65,1.92,0,6.42,0,0,0,298.77,0,1.88,10.11,150.93,24.99,3.33,0.62,0,0,3.15,0,0,0,8.79,0,224.96,0,2.79,2.87,5.31,0
 72-82,0,0,0,90.72,0,0,610.69,24.22,11.5,0.55,201.79,2.04,2.46,17.74,0,0.53,0,0,0,0,572.55,1.85,13.22,16.12,279.4,9.74,22.94,9,0,5.83,9.54,0,0,2.23,8.41,0,147.81,0,16.39,39.59,6.43,0
 84-94,0,0,0,319.13,3.31,0,611.81,42.03,22.32,0,190.9,0,1.94,17.15,0,2.43,0,2.31,0,6.93,571.15,0.65,17.92,7.86,212.13,2.96,12.72,6.01,0,4.32,12.25,0,0,0,15.92,0,107.63,1.99,22.21,29.61,17.33,10.79
 96-106,0,0,0,510.68,13.73,1.05,716.88,78.32,26.74,5.53,497.26,4.3,0,35.23,0.72,2.93,1.32,1.94,7.02,0,848.22,10.31,22.14,22.56,303,5.26,23.87,6.99,0,5.24,41.65,0,0,0,22.33,0,93.12,1.35,46.41,72.47,46.24,0
108-118,0,0,0.74,542.77,12.15,1,642.1,82.78,52.16,0.61,461.52,2.44,0,34.35,0,1.55,1.62,2.67,2.34,0,1202.33,9.77,48.72,17.79,354.12,15.99,31.49,11.69,0,26.22,26.9,0,0,0,30.12,0,73,4.09,43.45,47.12,30.83,0
120,0,0,0,326.96,9.46,0,1126.3,50.61,48.28,0,364.67,10.73,0,44.01,0,1.77,8.53,1.34,11.4,0,1237.16,3.06,61.62,9.73,478.29,30.36,21.95,25.63,0,39.26,18.78,0,1.12,0,12.25,0,132.2,11.51,38.69,153.08,72.93,0
