stage,erythrocytes,eye,glial,liver,mesenchyme,neural,periderm,spinal_cord,vasculature
 24-34,0,1.7,0.62,0,0,0,0,0,0
 36-46,0.57,0,0,0,0,0.91,0.7,0,0
 48-58,0,0.37,0,0,0,1.09,0,0.61,0
 60-70,0,0,0,0,0.87,1.53,0,0,0
 72-82,0,0,0.78,0,0,0,0,0,0
 84-94,0,3.39,0,0,0.93,0.71,2.63,0,0
 96-106,0,0,0,0,0,0,1.09,0,1.47
120,0,0,0,1.5,0,0,0,0,0
