stage,blastomeres,eye,immune,neural,notochord,otic,paraxial.mesoderm,pronephros,spinal.cord
  5-6,29.32,0,0,0,7.94,0,0,0,0
  7-9,0,0,0,16.54,0,0,16.46,0,0
 10-12,0,0,0,16.43,0,0,9.4,5.61,0
 14-21,0,0,0,1.9,0,0,0,0,0.85
 24-34,0,0.69,1.02,0,0,0,0,0,0
 36-46,0,2.24,0,1.25,0,0,0,0,0
 48-58,0,8.21,0,1.71,0,0,0,0,0
 60-70,0,41.92,0,0,0,0,0,0,0
 72-82,0,7.72,0,0.66,0,0,0,0,0
 84-94,0,6.78,0,0,0,0,0,2.8,0
 96-106,0,4.87,0,0,0,0,0,0,0
108-118,0,2.64,0,0.85,0,0,0,0,0
120,0,1.99,0,0,0,1.29,0,0,0
