stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,797.29,19848.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,2418.57,26876.76,42.06,0,0,0,0,0,0,0,0,0,150.22,0,0,0,0,0,0,0,0,0,0,0,1179.18,122.5,0,0,334.3,0,332.77,0,0,0,0,0,0,0,0,0,0,0
  7-9,479.15,603.25,1238.84,0,0,0,1471.82,0,0,0,0,0,618.53,0,0,0,0,0,0,0,0,0,0,0,16549.86,617.06,0,0,7563.15,0,50.64,39.36,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,305.99,754.45,0,97.74,0,1081.13,0,0,0,0,0,117.21,0,0,0,0,0,7.47,0,0,0,0,0,10160.66,94.62,0,0,4800.55,0,22.95,66.96,8.61,579.92,0,16.04,45.29,0,0,0,0,0
 14-21,0,0,39.27,546.77,133.28,0,242.56,0,0,0,48.71,7.78,4.04,6.68,3.22,2.36,0,0.84,0,0,249.95,0,0,213.01,3625.91,62.16,27.42,41.33,183.4,0,69.37,0,511.12,28.27,0.86,288.6,1072.56,0,0,12.02,0,0
 24-34,4.02,1.67,11.46,669.68,53.07,0,878.98,0,17.49,1.48,124.05,5.07,1.34,4.98,15.73,4.19,15.73,8.91,9.23,0,749.83,10.48,9.18,277.78,7514.26,55.34,58.53,63.03,0,0,214.01,0,11.34,25.48,1.04,43.88,1872.52,0,0,156.28,0,4.06
 36-46,0,0,0.56,675.24,44.43,0,2515.75,1.33,74.97,0.95,135.04,3.1,0,4.37,43.95,17.34,22.36,3.6,7.95,5.42,607.36,10.62,21.92,199,5743.51,10.81,29.98,29.88,0,0,109.25,0,6.64,5.41,0,0,1343.17,0,0,36.02,0,39.73
 48-58,0.77,0,1.75,523.8,57.93,0,3204.05,1.36,78.56,5.56,159.31,14.84,0,9.72,26.56,1.88,12.48,9.07,1.82,0.54,662.64,4.14,27.49,98.89,2944.66,9.72,17.61,21.99,0,0,51.63,0,2.72,2.72,1.91,0,467.83,0,0,40.75,0,10.06
 60-70,0,0,0,423.19,3.07,0,2353.76,0,81.78,2.66,167.93,7.88,0,3.2,11.91,0,6.34,6.12,7.33,4.38,474.45,13.21,25.16,77.06,1447.53,18.41,1.99,18.3,0,1.44,19.7,0,0,10,0,0,76.93,0.83,0,37.68,0,13.44
 72-82,0,0,0,325.93,3.79,0.5,620.73,1.11,53.72,2.11,115.59,15.58,0,5.4,17.82,1.64,10.12,0.51,2.07,0,298.66,5.67,14.06,51.61,722.53,2.91,7.9,9.46,0,0,17.19,0,0,0.58,0,0,23.32,2.77,0.52,31.68,0,0.67
 84-94,0,0,1.17,624.37,25.17,2.2,573.24,0,116.68,3.07,56.35,30.89,0,1.81,25.13,1.65,5.99,1.63,6.85,0,280.28,6.58,29.33,44.57,505.41,12.4,6.59,14.25,0,0,18.34,0,0,1.61,0,0,27.17,4.03,2.37,50.13,2.54,1.89
 96-106,0,0,0,506.06,14.26,0.66,343.89,0,93.61,0,84.84,19.15,0,8.18,26.49,1.83,9.11,2.48,4.03,0,138.63,6.99,13.63,31.05,494.41,6.89,14.6,12.27,0,0,14.76,0,0,4.27,0,0,8.37,5.14,2.52,41.68,2.4,0
108-118,0,0,0.64,457.4,21.85,0,326.4,0,128.55,2.46,75.23,16.28,0,1.26,27.95,1.45,5.93,1.26,0,0.98,98.3,3.64,17.24,28.8,548.21,10.37,9.71,10.47,0,3.39,9.97,0,0,2.71,0,0,10.71,2.19,0,31.98,0,0
120,0,0,0,246.37,12.12,0,342.28,0,73.83,0,58.03,4.98,0,1.54,23.28,1.36,0,4.26,2.72,0,133.44,0,4.17,16.95,517.14,1.1,0,8.33,0,0,10.51,0,0,0,0,0,28.58,2.26,0,16.84,0,0
