stage,epidermis,erythrocytes,eye,ionocyte,mesenchyme,mucous,neural,otic,paraxial.mesoderm,periderm,spinal.cord
 10-12,0,0,0,0,0,0,16.79,0,3.27,0,0
 14-21,0,1.28,0,0,0,0,0,0,0,0,0.85
 24-34,0,0,0,0,0,0,8.31,0,0,0,0.75
 36-46,0,0,0,0,1.93,0,5.03,0,0,1.21,0
 48-58,0,0,0.55,0,0,0,2.49,0,0,0,0.95
 60-70,0,0,4.24,0,0,0,2.01,0,0,0.84,0
 84-94,1.93,0,4.71,0,0,0,4.25,0,0,4.37,0
 96-106,1.39,0,1.48,0,0,0,0,0,0,7.38,0
108-118,0,0,0,0.52,0,0.53,3.68,0.71,0,3.31,0
120,0,0,0,0,1.56,0,0,1.66,0,0,0
