stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.58,0,0,0,21.61,0,0,0,0,0,10.28,0,0,0,0,0,0,0,0,0,0,0,63.61,24.72,0,0,17.69,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,14.19,0,0,0,0,0,50.37,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,780.48,72.83,0,0,51.08,0,0,0,0,0,4.93,3.28,0,0,0,0,0
 14-21,0,0,2.65,0.88,0,0,77.11,0,0,0,35.72,5.15,0,0,0,0,0,0,2.44,0,21.54,0,0,13.61,243.56,8.43,1.93,2.11,2.81,0,0,7.27,0,0,1.54,237.78,0,0,0,0,0
 24-34,0,2.13,0.65,0.67,0,0,336.45,0,0,0,12.63,1.19,0,0,0,0,0,0,8.05,0,4.16,0,0,0.95,214.57,0,1.38,0.61,0,0,4.95,0,0,0,1.45,67,0,0,1.06,0,0
 36-46,0,0,0,0,0,0,295.17,0,0,0,8.1,0,0,0,0,0,1.32,0.68,5.17,8.19,2.74,0,0,1.76,299.36,0,4.83,2.66,0,0,0.62,0,0,0,0,59.13,0,0,0,0,0
 48-58,0,0,0,1.53,4.62,0,749.99,0,0,0,64,0,0.37,0,1.05,0,6.79,0,0,3.43,3.28,0,0,0,438.74,0,5.46,0,0,0,3.96,0,0,0,0,81.02,0,0,0,0,0.42
 60-70,0,0,0,6.75,0,0,2544.4,0,0,0,236.55,1.55,0,0,0,0,33.6,3.02,0,0,13.96,0,0,5.53,623.51,0,0,0.91,0,0.84,1.52,0,0,0,0,107.3,0,0,0,0,24.08
 72-82,0,0,0,5.92,5.69,0,3985.35,0,0,1.22,719.6,3.46,0,0,0,0,14.34,0,0,0,49.88,0.79,4.52,15.49,687.38,0,4.73,2.55,0,1.67,11.71,0,0,0,0,87.86,1.21,0,3.36,0,28.96
 84-94,0,0.73,0,15.39,27.18,0,10076.85,1.03,0,0,661.21,3.94,0,0,2.42,0.82,54.39,6.17,0,2.31,55.51,2.35,3.73,3.74,649.82,0,3.11,5.92,0,0,38.49,0,0,17.27,0,65.09,0,2.14,5.74,12.07,1.22
 96-106,0,0,0,8.46,43,1.14,11778.76,6.32,9.6,4.18,1040.04,2.68,0,2.2,1.25,0,52.15,2.42,43.36,0.77,86.94,0,2.93,4.23,739,0,10.43,4.63,0,0,42.29,0,0,16.25,0,58.15,0,0.72,15.07,0.96,11.07
108-118,0,1.12,0.49,37.26,25.68,2.97,15682.97,1.34,10.44,0.98,820.31,8.81,0,2.35,2.48,1.93,80.05,2.04,29.06,1.06,126.15,4.6,3.77,10.37,853.35,1.52,9.76,3.69,0,4.09,48.5,0,0.47,0.46,0,35.69,7.9,10.31,2.16,2.86,14.42
120,0,11.31,0,26.15,10.4,0,8892.93,0,0,0,987.54,7.42,0,1.61,3.6,0,38.42,5.75,26.03,8.03,90.22,0,16.08,15.1,933.83,6.07,0,27.94,0,0,13.16,0,0,0,0,34.11,0,0,0,23.12,0
