stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,129.68,1493.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0
  5-6,186.79,777.06,0,26.29,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,282,62,0,0,80.17,0,29.6,0,0,0,0,0,0,0,0,0,0,0
  7-9,575.92,82.58,0,270.19,0,0,45.94,0,0,0,0,0,117.64,0,0,0,0,0,0,0,0,0,0,0,738.34,454.09,0,0,3483.13,0,0,18.53,0,19.63,0,0,0,0,0,0,0,0
 10-12,9.78,64.66,0,102.42,0,0,31.26,0,0,0,0,0,54.74,0,0,0,0,0,0,0,0,0,0,0,303.77,76.39,0,0,1711.18,0,4.24,0,17.54,35.62,0,39.1,0,0,0,0,0,0
 14-21,0,1.36,0,0,22.59,32.85,16.57,0,0,0,6.86,0,0,2.95,0,0,0,0,0,0,39.29,0,0,36.54,120.58,99.61,0,3.77,75.26,0,29.48,0,526.26,0,36.61,242.61,56.78,0,0,19.5,0,0
 24-34,4.02,0,1.39,0.6,12.79,7.14,25.2,1.45,1.01,3.53,31.68,0,0,8.62,0,0.63,0,2.97,0,0,187.83,0,1.52,123.82,227.33,15.13,0.99,4.72,0,0,86.16,0,0.85,0,6.3,90.74,70.8,0,0,141.81,0,0
 36-46,0,0,0,0.56,15.74,6.54,51.14,6.97,3.68,3.19,64.31,0,0,10.08,0,0,7.74,0,0,0.82,335.49,0,20.42,94.84,256.58,9.22,0,7.19,0,0.77,90.89,0,0,1.34,0,0.74,89.62,0,1.69,141.35,0,0
 48-58,0,0,0,0,8.24,5.88,78.93,0.67,4.3,7.2,169.87,0,0,4.18,0,3.66,0,1.88,0,1.74,326.05,0,11.85,60.42,288.17,11.13,0.41,2.48,0,0.91,42.94,0,0,0.74,1.96,0,106.78,0,2.48,110.33,0,4.15
 60-70,0,0,0,0,5.42,9.07,137.55,6.62,0,4.14,253.05,1.37,0,3.79,0,0,5.02,4.22,2.6,0,476.83,0,24.87,59.2,308.2,2.9,0,12.11,0,4.12,19.12,0,0,2.82,2.83,0,111.79,0,6.85,104.63,4.85,0
 72-82,0,0,3.01,0,7.66,4.55,153.75,4.14,0,11.94,263.37,4.28,0,9.79,0,0,5.75,10.04,3.65,0,566.21,0.89,28.29,36.45,329.28,0,0,9.13,0,8.96,15.46,0,0,0,0,0,68.95,0.5,9.46,174.12,20.34,13.96
 84-94,0,0,0,0,8.46,0,190.24,13.96,8.08,5.76,256.85,3.82,0,14.01,0,0.68,21.37,0.78,0.57,0,584.04,0.86,63.01,55.44,315.09,1.28,2.36,15.1,0,7.72,35.02,0,0,0.62,0,0,53.89,0,21.83,176.22,5.49,11.93
 96-106,0,0,2.73,0,7.9,1.43,152.57,12.3,0,3.87,319.75,4.93,0,7.72,0,0.85,1.38,6.28,0,0,511.67,5.14,33.76,50.86,322.17,1.84,0,21.45,0,21.99,41.93,0,0,0,0.82,0,40.19,5.28,13.26,186.45,16.6,2.49
108-118,0,0,0,0,14.65,1.32,131.14,5.5,2.61,1.63,469.42,7.69,0,16.25,1.15,0.45,10.1,6.22,2.67,0,600.18,1.27,37.54,67.92,410.41,3.93,3.23,15.6,0,36.17,28.07,0,0,0,1.09,0,32.15,5.01,18.03,225.42,12.93,9.56
120,0,0,0,0,9.35,1.48,180.48,12.22,0,9.05,464.84,1.68,0,10.91,0,0,5.76,1.11,0,0,661.28,0,31.36,45.41,794.96,3.03,0,28.06,0,46.79,7.35,0,0,0,1.64,0,106.61,0,10.02,145.77,35.39,4.96
