stage,eye,fin.epithelia,glial,mesenchyme,spinal.cord,xanthophores
 14-21,0,0,0,0,1.05,0
 48-58,0,0,0,0.67,0,0
 60-70,7.87,0.61,0,0.72,0,0
 72-82,0,0,0,0.72,0,0
 96-106,0,0,3.06,0,0,1.09
