stage,endocrine.pancreas,erythrocytes,exocrine.pancreas,eye,glial,immune,mesenchyme,neural,spinal.cord
 24-34,0,0.6,0,2.37,0,0,0,7.35,0
 36-46,0,0,0,0,0,0,0,16.84,0
 48-58,0,0,0,4.38,0,0,0,17.87,1.62
 60-70,0,0,0,18.52,0,0,0.71,32.13,0
 72-82,0,0,0,16.06,1.53,0,1.18,48.98,0
 84-94,0,0,0,23.74,0,0,0,69.72,2.14
 96-106,0,0,1.05,17.64,0,0.58,0.59,29.86,0
108-118,0.71,0,0,22.61,0,0,0.67,13.9,0
120,0,0,0,1.13,0,0,1.1,59.35,0
