stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,229.8,4563.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,364.94,5040.28,0,0,0,0,0,0,0,0,0,0,0,26.21,0,0,0,0,0,0,0,0,0,0,149.27,0,0,0,43.87,0,164.82,0,0,0,0,0,0,0,0,0,0,0
  7-9,101.78,71.42,0,140.7,0,0,0,164.77,0,0,0,0,0,112.39,0,0,0,0,0,0,0,0,0,0,2226.47,77.03,0,0,655.17,0,20.81,20.32,0,0,0,0,0,0,0,0,0,0
 10-12,0,67.47,0,85.54,0,0,0,43.33,0,0,0,0,0,33.29,0,0,0,0,0,0,0,0,0,0,1051.25,110.3,0,0,338.16,0,11.16,0,0,13.34,0,5.96,0,0,0,0,0,0
 14-21,0,0,0,3.68,25.72,1.08,0,4.39,0,0,0,0.98,1.87,0,0,0,0.89,0,0,0,13.91,0,0,10.52,126.55,1.75,1,1.45,0.85,0,5.46,0,21.89,0,1.34,16.17,36.79,0,0,0,0,0
 24-34,0,0,0,0,11.14,1.89,0,11.7,0,0,0,2.56,0,0,0,2.67,0,1.14,0.96,0,26.35,0,1.52,6.6,237.8,0,3.67,1.77,0,0,11.54,0,0,0.6,0,1.36,81.14,0,0,3.94,0,0
 36-46,0,0,0,0,0,0,0,14.46,0,0,0,7.54,0,0,0,0,0,0,0,1.94,13.91,0,9.8,3.57,173.72,0,4.78,4.12,0,0,0,0.73,0,0.61,0,0,47.63,0,0,0,0,0
 48-58,0,0,0,0,2.24,0,0,46.04,0.7,0,0,11.43,0,0,0,0,0,0,0,0,22.39,0,0,2.84,103.46,0,0.47,0.43,0,0,2.78,0.84,0,0,0,0,36.35,0,0,4.61,0,0.51
 60-70,0,0,0,0,2.08,0.58,0,34.81,0,0,0,6.25,0,0,0,0,0,0,0,0,13.92,0,1.33,3,53.89,0,2.96,0,0,0,3.77,0,0,0,0,0,1.84,0,0.67,0,0,0
 72-82,0,0,1.57,0,4.07,0,0,39.52,0,0,4.31,11.53,0.85,0,0,0.55,0.52,1.36,0,0,22.95,0,0,1.41,55.75,0,2.33,0.79,0,0,2.06,0,0,0,0,0,22.1,0,0,1.32,0,0
 84-94,0,0,0,0,1.92,5.95,0,16.72,0,0.63,0.73,11.14,0,0,0,5.71,0.89,0,0,1.66,23.89,0,0.69,1.13,31.39,0,0.66,0,0,0,7.59,0,0,0,0,0,2.84,0.86,1.96,3.96,0,0
 96-106,0,0,0,0,0.77,1.64,0,17.52,0,0,0.84,18.25,0.81,0,1.77,2.68,1.12,0,0,0,12.96,0,0,3.07,53.04,0,4.18,0.65,0,3,1.9,0,0,0,0,0,14.08,0,0,1.21,0.93,0
108-118,0,0,0,0,7.42,0.65,0.85,11.35,0,2.64,7.6,27.17,2.64,0,0,4.12,5.28,0.93,2.24,12.74,13.16,6.69,1.27,3.56,73.22,0,4.9,1.88,0,0,28.24,0,0,0,0,0,3.77,1.84,0,0.53,0,0.59
120,0,0,0,0,28.65,14.31,0,24.69,0,0,3.94,28.43,6.87,0,0,4.8,0,0,10.6,0,115.86,0,0,5.58,164.16,0,12.43,6.07,0,0,64.16,0,0,0,0,0,10.44,1.84,0,3.25,2.57,0
