stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89,7.37,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,19.43,0,0,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.57,0,0,0,3.48,0,0,0,11.23,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,2.41,27.7,1.68,20.1,0,0,0,8.54,1.29,0,0.93,0,0,0,0,0,0,15.17,0,0,10.32,244.92,2.08,0,0,3.99,0,0,11.46,0,0.87,5.68,59.13,0,0,0,0,0
 24-34,0,0,0,1.43,5.57,0,27.2,0,0,0,4.38,0,0.76,0.85,0,0,0,0.69,1.41,1.63,19.02,0,0,5.65,295.39,2.41,4.88,5.43,0,0,5.23,0,0.81,0,4.7,52.9,0,0,8.11,0,0
 36-46,0,0,0,0.84,26,0,73.86,2.51,0,1.19,9.32,0,0,0,0,0,0,0,0.61,0,30.43,0,0.96,7.31,240.95,0,0.85,7.32,0,0,50.07,0,0.63,0,0,35.37,0,2.08,0.71,0,0.67
 48-58,0.39,0,0,0,4.33,0,96.79,2.3,13.63,0.41,29.42,1.57,0,1.93,0.52,0,0.45,0,0,0,65.19,0.41,0.43,27.71,233.35,0,1.07,2.56,0,0.4,9.06,0,0,0,0,34.72,0,0,3.45,0,6.92
 60-70,0,0,0,0,6.03,0,143.53,0,3.15,0,24.1,5.93,0,0,2.37,0,0,0,1.72,0,71.96,0,1.46,4.36,132.89,0,0.96,0.62,0,0,20.52,0,0.93,0,0,14.6,0,0,1.47,0,0
 72-82,0,0,0.62,0,3.27,2.47,161.34,0.91,0.5,1.73,31.26,0.51,0,1.42,0.67,0,0,0,0,0,86.66,0,2.9,5.36,193.01,0,0.58,2.13,0,0,9.86,0,0,0,0,24.37,0.71,3.27,3.86,2.43,6.18
 84-94,0,0,0,0,4.37,0.7,109.83,0,1,3.05,23.66,3.91,0,0,0,0.92,0,0,0,0,42.17,0,1.38,3.22,67.32,0,0,1.25,0,0,11.21,0,0,0,0,7.11,0,0,3.1,0,0
 96-106,0,0,1.79,0,6.28,0,68.02,0.67,0.61,1.96,16.48,0.63,0,0,4.2,0,0.64,3.36,0,0,56.26,0,0,5.02,65.43,0,1.9,4.16,0,0,5.2,0,0,0,0,1.07,1.23,1.65,3.65,5.17,1.22
108-118,0,0,0,0,13.76,0,61.03,0,3.83,1.35,26.68,0.8,0,0.63,0,0,2.85,0.43,0.96,0.47,62.02,0,0.92,5.3,131.48,0,0.43,3.66,0,3.27,6.95,0,2.63,0,0,0,0,0,7.41,0.5,2.33
120,0,0,0,0,9.67,2.35,55.01,0,1.72,7.15,34.63,3.93,0,3.15,4.88,0,0,0,0,0,45.78,0,0,3.93,211.54,0,0,5.75,0,0,5.8,0,1.74,0,0,10.98,0,0,4.99,10.91,2.34
