stage,eye,neural,spinal.cord
 36-46,0,0.69,1.28
 48-58,0,14.19,0
 60-70,0,2.42,1.2
 72-82,3.62,7.32,0
 84-94,0,3.66,0
108-118,5.61,3.91,0
120,0,4.02,0
