stage,blastomeres,epidermis,eye,immune,mesenchyme,neural,paraxial.mesoderm,spinal.cord,taste,vasculature
  5-6,15.84,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.58,0,0,0
 10-12,0,0,0,0,0,0,5.8,0,0,0
 36-46,0,0,0,0,0,4.23,0,0,0,0
 48-58,0,0,0,0,0,5.75,0,0,0,0
 60-70,0,0,0,0,0,5.38,0,0,0,0
 72-82,0,0,1.75,0,1.2,4.96,0,3.16,0,1.36
 84-94,0,7.03,0,0,0,0.71,0,0,0,0
 96-106,0,0,0,0.98,0,0,0,0,0,0
108-118,0,1.02,0,0,0,0,0,0,0.91,0
120,0,0,16.86,0,0,0,0,0,0,0
