stage,eye,mesenchyme,mural.cell,neural,periderm,spinal.cord
 14-21,0,0,0,0.93,0,0
 24-34,0,0,0,0,0,1.23
 36-46,0,2.11,0,0,0,0
 48-58,0,0,0,7.04,0,0
 60-70,1.47,0,0,0.91,0,1.72
 72-82,0,0,0,6.95,0,0
 84-94,1.06,0,0,2.14,2.49,0
 96-106,14.27,0,0,5.57,0,0
108-118,4.04,0,0.45,4.38,0,0
120,0,0,0,7.14,0,0
