stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1799.91,30487.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,3579.61,34118.43,0,52.76,0,0,0,0,0,0,0,0,0,148.16,0,0,0,0,0,0,0,0,0,0,0,1353.17,105.13,0,0,310.16,0,1134.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,1201.47,501.27,0,753.68,0,6.96,0,1328.09,0,0,0,0,0,1235.49,0,0,0,0,0,0,0,0,0,0,0,11981.42,1062.41,0,0,4675.34,0,213.43,107.43,0,0,0,0,0,0,0,0,0,0
 10-12,27.79,676.94,0,1137.83,0,108.18,0,1142.81,0,0,0,0,0,1302.26,0,0,0,0,0,18.1,0,0,0,0,0,20202.07,1180.66,0,0,6971.54,0,185.17,78.04,21.72,794.92,0,275.48,63.52,0,0,0,0,0
 14-21,4.62,4.11,71.43,194.89,4248.27,1312.1,0,1249.76,0,61.67,0,214.51,145.42,697.74,69.61,50.36,222.92,4.92,13.86,75.42,100.87,994.61,38.51,0,948.23,14146.79,1552.5,166.38,305.04,462.25,0,2470.56,46.53,2673.91,397.84,2228.2,9034.95,5826.22,0,0,121.4,0,109.01
 24-34,0,0,61.02,44.07,1299.66,607.62,0,2205.76,298.41,185.26,40.22,333.26,24.51,124.92,48.63,134.03,236.11,36.74,82.17,77.66,283.29,1408.58,83.85,3.72,695.46,23151.01,323.9,346.87,240.3,0,6.25,3642.03,4.9,12.39,165.56,783.91,2163.16,5675.28,0,0,503.94,0,364.04
 36-46,0,0,29.45,4.22,610.75,134.95,0,4268.5,406.55,144.61,126.88,702.03,20.99,4.39,53.62,215.24,69.44,61.65,74.72,61.02,309.45,1491.12,93.23,30.28,437.55,30651.15,150.45,243.79,156.3,0,6.09,3462.81,13.14,16.61,114.09,308.18,84.56,6449.97,0,1.47,297.09,2.33,324.89
 48-58,3.29,0,18.44,7.08,665.26,159.26,0,9573.06,263.3,217.59,147.33,1779.53,44.44,22.06,79.38,198.93,81.86,102.04,71.2,51.32,194.93,2406.46,42.63,106.43,714.11,29538.52,118.87,171.96,174.44,0,8.04,2530.9,2.15,4.68,69.24,186.03,1.66,6155,0,10.75,281.45,4.17,465.15
 60-70,0,0,24.06,0.68,530.24,190.33,5.33,13758.59,189.55,170.73,129.26,1640.7,96.81,11.44,38.85,177.85,81.76,152.02,74.29,66.14,87.72,2736.98,39.62,149.09,420.88,24510.38,80.68,114.16,154.85,0,14.93,1719.25,0.64,8.06,73.94,71.32,0,3513.81,11.97,78.81,243.33,37.17,550.32
 72-82,0,0,57.63,3.91,634.93,386.73,29.14,11556.11,142.07,104.81,123.41,1677.81,219.12,4.8,55.23,204.08,116.98,156.55,99.04,87.73,68.66,3039.95,49.87,140.2,404.91,16861.28,34.43,171.05,211.01,4.01,16.81,1831.8,4.15,8.75,74.08,43.31,0,1474.2,53.51,128.12,383.8,113.7,394.19
 84-94,0,0,97.17,6.26,1088.59,404.72,66.15,8436.54,154.57,257.76,119.72,1381.94,364.66,12.7,46.56,291.97,198.98,161.12,125.19,169.77,125.7,2671.89,106.48,171.87,406.82,10874.47,47.79,142.87,274.78,0,32,4731.55,0,0,92.16,68.85,0,1157.55,143.2,146.62,357.71,108.42,366.35
 96-106,1.12,0,69.78,8.96,1320.69,709.89,51.88,6882.92,195.67,322.33,117.14,1440.41,381.74,1.06,89.68,373.47,228.43,138.42,158.36,234.19,72.09,2162.25,129.14,102.76,345.01,8489.91,53.77,294.27,304.83,0,53.69,5003.77,6.05,0,102.76,71.02,0,422.77,162.5,130.26,456.37,134.79,233.57
108-118,3.02,0,33.52,12.32,1161.68,478.47,81.87,6077.43,143.98,404.28,96.49,1307.98,327.27,0,42.58,326.53,198.16,192.47,117.41,253.04,73.02,2101.28,118.42,104.75,315.06,13719.29,53.29,194.97,244.11,0,50.77,4513.53,2.43,0,73.16,55.04,0,332.81,165.12,91.88,347.53,111.5,270.34
120,9.13,0,11.64,7.58,842.24,549.76,18.31,4186.23,80.35,228.84,58.88,1491.57,223.23,0,63.76,404.8,77.33,98.82,67.37,97.78,5.34,1739.95,37.89,127.74,308.75,14648.62,76.74,145.81,217.66,0,32.23,2137.02,10.36,1.12,45.6,14.75,0,364.86,42.74,63.87,276.94,114.79,114.68
