stage,epidermis,erythrocytes,eye,ionocyte,mesenchyme,neural,olfactory,presomitic.mesoderm,slow.muscle,somites,spinal.cord
 14-21,0,0,0,0,0,2.85,0,0.93,0,1.11,0
 24-34,0.84,0,1.23,0,0,2.87,0,0,0.6,0,0.83
 36-46,0.92,0,2.45,0,0,6.93,0,0,0,0,1.18
 48-58,0,0,4.38,0,0.44,7,1.51,0,0,0,0.88
 60-70,0,0,2.77,0,0,1.06,0,0,0,0,0
 72-82,0,0,3.01,0,0,9.08,0,0,0,0,0
 84-94,0,1.51,0,0,0,0,0,0,0,0,0
 96-106,0,0,2.49,0,0,0,0,0,0,0,0
108-118,0,0,0,0.73,0,2.87,0,0,0,0,0
120,0,0,1.52,0,0,0,0,0,0,0,0
