stage,epidermis,eye,glial,gut,ionocyte,liver,neural,olfactory,periderm,pronephros,spinal_cord
 14-21,0,0,2.05,0,0,0,0,0,0,3.09,2.23
 24-34,0,0,0,0,0,0,0,0,0,0,0.96
 36-46,0,0,1.59,0,0,0,0,0,1.67,1.34,0
 48-58,0,0,0.71,0,0,0,0,0.47,3.18,0,0.4
 60-70,0,0,0,0,0,0,0,0,2.67,0,0
 72-82,0.98,0.55,0,0,0,0,2.06,0,0,0,0.73
 84-94,1.77,0,0,0,0,0,5.52,0,2.63,0,0
 96-106,2.72,0,0,1.14,0,4.87,1,0.75,7.08,0,0
108-118,6.27,0,0,0.43,0,0,3.18,0.53,5.44,0,1
120,0,0,0,0,1.4,0,8.78,0,2.69,0,0
