stage,epidermis,fast.muscle,fin.epithelia,glial,mesenchyme,mural.cell,neural,paraxial.mesoderm,periderm,slow.muscle
 24-34,0,0,0,0,0,0,0,0,19.08,0
 36-46,0,0,0,0,0,0,0,0,1.74,1.56
 48-58,0,0,0,0,0,0,0,4.77,0.56,3.42
 60-70,0,0,0,0,0,0,0,0,6.09,0
 72-82,0,0,0,0,0,1.04,1.75,0,0,0
 84-94,0,8.29,0,0,0,0,6.86,0,2.32,0
 96-106,0,0,1.49,0.82,0,0,0,0,22.07,0
108-118,0.88,0,0,0,0.91,0,0,0,5.57,0
