stage,epidermis,eye,fin.epithelia,glial,melanocytes,mesenchyme,muscle,neural,periderm,spinal.cord,vascular.smooth.muscle
 14-21,0,0,0,0,0,0,0,1.16,0,1.16,0
 24-34,0.87,0,0,0,0,0,0,0.66,0,0,0
 36-46,0,0,0,0,0,0,0,2.45,0,0,0
 48-58,0,0,0,0,0.39,0,0,5.57,0,0,0
 60-70,0,5.61,0,0,0,0,0.82,0,0,0,0
 72-82,0,0,0,0,0,1.56,0,0,0,0,0
 84-94,1.09,0,0.86,0,0,0,0,8.72,0,0,0.56
 96-106,0,0,0,9.39,0,0,0,0,1.57,0,0
108-118,0,0,0.53,0,0,0,0,0,0.44,0,0
