stage,epidermis,erythrocytes,eye,fin.epithelia,glial,gut,immune,ionocyte,lateral.line,liver,mesenchyme,mucous,muscle,neural,notochord,olfactory,otic,periderm,pgc,taste
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0
 36-46,0,0,0.78,0,0,0,0,0,0,0,0,0.6,0,11.74,0,0.75,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,0.39,0,4.39,0,0,0,0.43,0,0
 60-70,0,0,0,0,0,17.32,0,0,0,0,0,2.32,0,0,0,0,0,0.57,0,0.92
 72-82,2.68,0,0,0,0,171.28,0.52,0,0,0,0,3.75,1.39,14.49,0,0,0.99,0,0,0
 84-94,1.85,0,10.15,0,2.67,282.37,0.79,0,0,5.29,0,4.13,0,21.86,0,0,0,0,1.4,0.9
 96-106,8.54,6.16,6.59,0,4.8,374.89,0,1.79,0,0,13.4,8.44,0,15.18,0,1.25,4.66,3.56,0,10.57
108-118,3.66,0,8.58,1.71,0,471.94,0.76,0.42,0,7.41,3.93,5.42,0,23.77,0,3.07,1.63,2.34,0,17.7
120,9.14,0,5.16,0,0,235.9,0,4.81,4.79,0,0,27.8,0,16.89,4.62,0,1.05,0,0,5.42
