stage,epidermis,glial,iridophores,mural.cell,neural,periderm,spinal.cord,vascular.smooth.muscle,visceral.smooth.muscle
 14-21,0,0,0,0,0,0,1.37,0,0
 60-70,0,0,0,0,0.81,1.07,0,0,0
 72-82,1.51,0,0.9,0,0,0,0,0.75,0
 84-94,0,0,0,0,0,3.4,0,0,2.73
 96-106,0,0.94,0,0,0,2.27,0,0,0
108-118,0,0,0,0,0.92,2.95,0,0,0
120,0,0,0,2.35,0,0,0,0,0
