stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,olfactory,otic,spinal_cord,vasculature
  3-4,35.33,0,0,0,0,0,0,0,0,0
  5-6,15.96,0,0,0,0,0,0,0,0,0
 24-34,0,0.63,0,0,0,0.67,0,0,0,1.68
 36-46,0,0,0,0,0,0,0,0,1.44,0
 48-58,0,0,0,0,0,1.34,0,0,5.6,0
 60-70,0,0,0.58,0,0,2.92,0,0,0,0
 72-82,0,0,2.65,0,0,9.43,0.79,0,0.85,0
 96-106,0,0,0,0,0,3.95,0,0,0,0
108-118,0,0,0,0,0,2.52,0,0,0,0
120,0,0,0,11.81,11.9,0,0,11.98,0,0
