stage,eye,neural,spinal.cord
 24-34,0,0.72,0
 36-46,0,3.75,0.64
 48-58,2.53,4.29,0
 60-70,0,7.28,0
 72-82,1.22,3.78,0
 84-94,0.88,19.71,0
 96-106,0,9.17,0
108-118,0,1.5,0
120,4.67,7.23,0
