stage,axial,blastomeres,iridophores,neural,periderm,pgc,spinal.cord
  3-4,0,153.66,0,0,9.9,0,0
  5-6,7.58,105.03,0,0,8.08,0,0
  7-9,0,0,0,15.43,0,0,0
 10-12,0,0,0,23.56,0,6.03,0
 24-34,0,0,0,2.04,0,0,0
 36-46,0,0,0,0.75,0,0,0
 48-58,0,0,0,3.99,0,0,0
 60-70,0,0,0,6.77,0,0,0
 72-82,0,0,0,2.52,0,0,0
 84-94,0,0,2.52,1.22,0,0,3.43
 96-106,0,0,0,5.64,0,0,0
