stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,150.17,3862.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.14,0,0,0,0,0,0,0,0,0,0
  5-6,172.81,2642.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.33,0,0,0,6.56,0,26.51,0,0,0,0,0,0,0,0,0,0
  7-9,23.69,4.35,0,21.6,0,0,0,21.14,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,298.68,77.84,0,0,93.64,0,0,19.17,0,0,0,0,0,0,0,0,0
 10-12,0,9.13,0,54.28,0,0,0,4.1,0,0,0,0,0,22.98,0,0,0,0,0,0,0,0,0,0,0,382.32,59.94,0,0,18.82,0,0,0,13.59,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,2.75,24.24,7.51,0,8.85,0,1.17,0,0,0.82,5.25,1.07,0,0,0,0,0,0,4.11,0,0,3.07,79.66,7.67,0.83,0,0,0,11.48,0,4.59,0,1.05,32.44,0,0,3.41,0,0
 24-34,0,0,0,1.86,25.06,4.01,0,26.21,0,4.21,0.61,1.11,0,1.41,2.58,6.99,6.79,0,2.36,0.65,8.24,13.64,7.6,0,5.91,150.79,0.64,3.43,1.47,0,0,36.59,0,2.34,0,0.68,25.48,0,0,30.5,0,0.6
 36-46,0,0,0,0,8.66,0.75,0,34.48,0,2.42,0.96,4.07,0,0,0,7.86,0,0,1.3,0.57,0,25.09,3.11,0,3.64,119.62,2.76,3.7,1.82,0,0,66.97,0,0.7,0,0,23.54,0,0,17.27,0,16.82
 48-58,0,0,0,0,7.16,0.38,0,54.38,0,2.05,5.17,12.05,0,20.91,2.63,5.95,6.27,0,0,0,2.44,39.58,4.13,0.77,6.19,75.44,3.68,2.38,2.44,0,0,45.17,0,0.92,0.73,0,20.15,0,0.84,3.94,0,15.04
 60-70,0,0,0.86,0,15.35,3.37,0,123.46,0.79,1.46,3.13,32.56,2.43,5.52,1.31,7.75,1.37,0,19.61,0,1.66,66.15,10.3,5.48,2.21,90.51,0,4.58,4.07,0,0,32.97,0,0,1.44,0,0.87,0,0,5.57,0,10.92
 72-82,0,0,1.98,0,11.4,13.71,0,103.01,0,0.8,1.51,34.47,13.71,3.89,5.86,20.29,1.15,0,4.83,5.09,0,82.69,9.59,17.8,7.53,102.86,4.11,9.8,7.25,0,2.36,35.71,0,0,0.5,0,17.08,1.37,1.76,10.5,5.97,16.14
 84-94,0,0,7.09,0,21.3,12.19,0,80.23,0,3.41,0.67,21.78,12.96,0,2.85,31.13,5.33,0.75,0.66,1.64,5.92,68.63,19.7,0,2.36,98.38,4.74,6.34,13.32,0,0,86.7,0,2.54,0,0,1.25,1.4,2.39,9.36,3.63,7.82
 96-106,0,0,1.14,0,30.87,70.71,0,112.2,0.73,3.24,2.56,32.83,33.43,1.06,0.71,26.92,5.96,0.63,5.79,0.99,1.06,88.35,5.24,2.56,4.94,130.04,2.89,11.37,12.87,0,0.83,86.65,0,1.45,0,0,5.62,1.56,3.79,18.22,2.44,12.21
108-118,0,0,3.73,0.49,35.15,27.49,8.21,113.25,5.99,6.12,5.69,72.61,29.42,0,0,31.56,8.43,8.03,10.5,11.33,2.33,102.97,20.63,5.12,0.99,108.78,2.26,8.55,4.92,0,0.76,69.51,0,1.92,0,0,7.94,7.84,3.37,14.24,1.83,3.63
120,0,0,0,0,68.71,22.98,13,80.32,1.57,9.53,1.85,49.71,61.89,0,0,51.93,1.32,0,7.01,4.05,0,115.45,2.97,0,1.51,124.91,1.17,12.74,1.47,0,0,50.34,0,0,0,0,8.16,0,19.72,34.17,7.37,19.05
