stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,312.49,4182.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.99,0,0,0,0,0,0,0,0,0,0
  5-6,152.13,2141.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,21.88,0,23.43,0,0,0,0,0,0,0,0,0,0
  7-9,3.24,21.04,0,14.04,0,0,0,7.73,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,245.54,4.22,0,0,72.83,0,22.44,5.11,0,0,0,0,0,0,0,0,0
 10-12,0,5.63,0,0,0,0,0,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.85,0,0,0,13.83,0,25.43,0,0,39.19,0,0,0,0,0,0,0
 14-21,0,0,0,5.18,47.33,9.02,0,8.85,2.69,0,1.6,9.7,0,0,2.47,5.12,0,0,0,0,8.93,0,0,3.46,86.88,0,0,0,2.08,0,117.06,0,2.24,0.89,5.21,10.49,0,0,9.9,0,0.85
 24-34,0,0,0,1.52,27.76,7.22,0,15.51,9.02,0.71,2.6,0.68,0.66,2.59,13.04,12.92,0,3.5,3,0,12.89,5.02,0,8.42,103.82,0.6,2.45,1.72,0,0,296.04,0,0,1.66,0.95,23.28,0,0,6.59,0,6.27
 36-46,0,0,0,1.46,34.12,2.43,0,10.77,42.73,0.58,10.78,1.53,0,1.45,17.33,23.64,0,4.69,0,0.77,22.91,4.07,0,7.08,75.84,0,0,17.17,0,0,447.81,0.68,0,4.37,0,14,0,0,13.92,0,9.92
 48-58,0,0,0,0,42.16,0,0,14.45,13.21,1.69,5.31,1.51,0.56,0,12,9.77,0,1.17,3.93,2.17,33.13,3.3,1.36,5.05,69.65,0,2.94,2.51,0,0,272.03,0,0,3.18,0,15.46,0,0,14.26,0,13.49
 60-70,0,0,0,0,46.56,0.94,0,15.21,23.92,5.12,41.12,7.26,0,0.87,28.07,2.12,1.36,2.67,0,3.72,39.25,15.03,3.3,4.52,37.06,0,2.9,6.05,0,0,287.17,0,0,0,0,14.42,0,0,17.63,0,7.21
 72-82,0,0,1.57,0,32.73,0,0,9.5,9.35,7.61,12.26,9.34,3.13,2.31,29.39,7.58,0,4.41,1.4,1.44,84.99,8.24,4.35,7.11,46.59,0,2.07,3.48,0,2.91,202.68,0,0,1.03,0,3.42,0,2.02,34.7,0,46.43
 84-94,0,0,0,0,73.25,3.37,0,17.27,25.21,1.19,15.8,6.63,4.5,3.56,37.3,14.78,3.8,14.5,0,3.79,70.04,6.17,9.63,3.76,40.86,0.94,4.66,7.04,0,0.6,601.08,0,0,4.82,0,0.8,7.84,3.76,20.44,0,8.89
 96-106,0,0,1.95,1.03,95.99,12.53,0,10.19,25.83,4.57,22.65,26.63,0,4.86,36.56,15.67,2.08,17.85,2.19,0,97.59,13.17,12.04,4.26,63.07,7.49,11.55,3.62,0,13.56,638.08,0,0,0.69,0,10.1,5.75,1.78,23.69,8.31,21.58
108-118,0,0,0,0,115.42,5.69,0.5,16.15,32.6,3.84,36.73,19.12,0,2.91,51.3,23.42,6.31,5.05,5.31,0,109.63,21.74,2.25,7.56,59.7,0.89,6.19,8.66,0,9.83,585.54,0,0,4.03,0,1.99,7.75,8.61,29.95,6.52,9
120,0,0,0,0,159.04,17.01,0,8.05,38.61,3.99,31.05,25.78,0,7.91,61.38,21.66,1.59,6.27,16.33,0,129.99,24.6,0,8.73,66.07,0,25.13,17.38,0,10.52,491.02,0,0,0,0,1.75,9.83,0,85.93,3.93,16.62
