stage,glial,lateral.line,neural,olfactory,otic
  7-9,0,0,4.44,0,0
 36-46,0,0,0,4.89,0
 48-58,0,0,1.08,0.41,0
 60-70,0,0,1.39,2.85,0
 72-82,0,0,0,1.64,0
 84-94,0,0.64,0,0,0.59
 96-106,4.88,1.4,5.03,3.9,0
108-118,0,0.64,0,7.86,0.74
