stage,epidermis,eye,fin.mesenchyme,gut,mesenchyme,mural.cell,neural,spinal.cord
 14-21,1.48,0,0,0,0.99,0,0,0
 24-34,0,0,0,0,1.94,0,0,1.85
 36-46,0,1.12,0,0,0,0,6.41,1.43
 48-58,0,0.5,0,0.92,0,0.51,1.18,0
 60-70,0,2.22,0,0,0,0,0.89,0
 72-82,0,1.51,0,0,0,0,3.07,0
 84-94,0,0,0.71,0,0,0,2.32,0
 96-106,0,0,0,0,0,0,2.06,0
