stage,axial,blastomeres,epidermis,eye,glial,immune,mesenchyme,mural_cell,muscle,neural,periderm,slow_muscle
  3-4,0,112.82,0,0,0,0,0,0,0,0,0,0
  5-6,6.49,74.07,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,5.21,1.25,0,0,0.85,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,1.15,1.46,0
 36-46,0,0,0,0,1.6,0,0,0.71,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,1.65
 72-82,0,0,1.32,0,0,0.52,0,0,0,0,0,0
 84-94,0,0,0,3.06,0,0,1,0,0.74,0,0,0
