stage,axial,eye,iridophores,mesenchyme,neural,notochord,otic,spinal_cord,vasculature
  3-4,15.46,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,8.36,0,0,0,0
  7-9,0,0,0,0,13.47,0,0,0,0
 14-21,0,0,0,0,0,0.82,0,0,0
 36-46,0,0,0,4.35,0.57,0,0,0,1.7
 48-58,0,0.4,0,1.3,9.11,0,0,0,0.51
 72-82,0,9.35,0,4.01,1.51,0,0,0,0
 84-94,0,1.03,0.69,0,0,0,0,0,0
 96-106,0,0,0,2.6,1.75,0,0,1.3,0
108-118,0,0,0.41,0,0.7,0,7.74,0,0
