stage,axial,blastomeres,glial,hatching.gland,neural,notochord,paraxial.mesoderm,periderm,pgc
  3-4,69.77,1286.27,0,0,0,0,0,19.43,0
  5-6,58.67,569.92,0,0,21.67,0,22.26,7.36,0
  7-9,0,0,0,4.43,58.95,3.29,32.39,0,5.5
 10-12,0,0,0,0,4.15,4.36,0,0,0
 14-21,0,0,1.3,0,1.98,0,0,0,0
 24-34,0,0,0,0,0.66,0,0,0,0
108-118,0,0,0,0,1.16,0,0,0,0
