stage,epidermis,eye,glial,gut,lateral_line,neural,paraxial_mesoderm
  7-9,0,0,0,0,0,4.14,0
 10-12,0,0,0,0,0,6.05,6.25
 14-21,1.56,0,0,0,0,5.33,0
 24-34,0,0,0,0,0,2.39,0
 36-46,0,0.7,0,0,0,3.37,0
 48-58,0,0.53,2.93,0,0,0.67,0
 60-70,0,0,0,0,0,7.79,0
 72-82,0,0.79,0,0,0,0.93,0
 84-94,0,0,0,0.71,0.69,1.85,0
108-118,0,2.09,0.93,0,0,0.74,0
