stage,blastomeres,neural,paraxial.mesoderm,spinal.cord
  3-4,57.68,0,0,0
  5-6,0,0,12.41,0
 48-58,0,0.49,0,0
 60-70,0,0,0,2.99
 72-82,0,3.8,0,0
 96-106,0,2.39,0,0
108-118,0,4.04,0,0
