stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,57.1,2902.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.26,0,0,0,0,0,0,0,0,0,0
  5-6,87.79,1138.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.31,11.17,0,0,0,0,8.22,0,0,0,0,0,0,0,0,0,0
  7-9,13.62,15.39,0,8.41,0,0,0,27.71,0,0,0,0,0,14.41,0,0,0,0,0,0,0,0,0,0,0,212.51,9.45,0,0,90.91,0,24.56,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.32,0,39.16,0,11.58,0,22.99,0,0,0,0,0,40.68,0,0,0,0,0,0,0,0,0,0,0,527.14,22.71,0,0,126.03,0,4.24,0,30.71,0,0,0,0,0,0,0,0
 14-21,0,0,1.05,2,77.54,20.93,0,12.11,0,0,0,1.76,0.87,0,5.14,1.02,4.09,0,0.92,0,2.09,32.91,0,0,15.21,290.1,11.71,4.3,5.03,4.29,0,22.43,34.44,6.61,38.68,94.69,130.83,0,0,5.42,0,1.57
 24-34,0,0,1.57,0,26.11,5.31,0,97.44,0.75,4.16,0.74,24.62,3.47,0,3.49,4.68,3.48,0,4.7,0.86,2.72,55.28,3.25,0,31.53,1227.81,2.65,14.19,10.44,0,0,49.45,0,3.94,2.45,18.87,272.28,0,0,32.74,0,7.45
 36-46,0,0,0.85,0,15.52,2.25,0,307.6,0,2.89,2.74,74.82,0,0,3.54,3.89,2.11,0,1.61,0,5.87,84.53,2.63,0,16.26,1777.87,1.81,7.86,7.75,0,0,79.25,0,0.72,0,1.18,351.48,0,0,12.48,0,27.27
 48-58,0.39,0,0.42,0,11.32,0,0,659.66,1.16,2.22,4.64,156.57,0,4.42,6.88,3.85,0,0.81,2.04,0.78,1.24,103.19,0.52,1.07,16.4,1656.39,2.11,5.79,10.18,0,0,47.6,0,0.43,0.73,0,314.44,0,0,13.77,0,7.35
 60-70,0,0,0,0,18.47,1.15,0,1222.94,3.15,6.99,6.35,182.68,1.57,0,0.66,12.42,1.89,2.45,3.59,3.16,6.39,124.96,4.8,3.73,9.79,1265.68,0,3.98,4.05,0,3.09,50.53,0,0.62,0,0,139.57,0,1.51,13.31,0.73,0
 72-82,0,0,2.47,0,25.38,6.76,0,1098.07,4.05,5.6,4.37,233.95,3.49,0,0.79,7.93,15.19,3.35,4.46,4.18,0,178.47,2.7,5.42,12.66,1135.26,1.3,8.67,7.25,0,0.71,21.65,0,1.88,0.55,0,96.96,4.41,4.43,27.21,3.62,14.45
 84-94,0,0,2.34,0,28.74,11.62,0,819.02,1.71,5.2,9.69,170,6.04,0,7.2,11.69,11.02,16.72,0.63,0,2.81,112.57,0.57,4.99,13.49,752.31,5.99,4.26,9.52,0,0.6,81.99,0,0,0,0,85.87,6.7,0.58,15.99,2.94,5.32
 96-106,0,0,2.86,0,45.1,32.51,3.15,668.12,0,1.77,7.16,201.98,13.65,0,6.5,22.78,8.11,4.24,6.9,5.84,0,138.32,5.19,1.36,11.78,615.51,2.72,15.34,16.29,0,4.22,66.17,0,2.02,0.71,0,35.97,5.03,4.93,26.54,9.85,2.96
108-118,0,0,0.89,0,55.01,5.92,5.21,583.84,0.42,9.71,5.89,196.43,17.18,0,0,21.58,2.34,26.03,3.1,5.16,5.42,138.62,4.18,8.28,12.14,847.84,4.96,15.06,8.08,0,11.15,36.27,0,3.49,2.04,0,35.66,5.56,4.64,30.06,10.33,7.62
120,0,0,0,0,56.84,20.7,2.84,376.6,6.17,2.6,14.41,131.89,8.17,0,0,21.11,6.63,1.87,6.95,4.67,0,115.11,4.39,21.05,14.38,773.22,1.29,15.9,13.11,0,0,51.53,0,3.49,0,0,16.6,4.6,0,8.82,6.32,2.59
