stage,blastomeres,endocrine.pancreas,endoderm,eye,fin.epithelia,gut,liver,neural,pronephros
  5-6,12.91,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,4.56,0,0,0
 60-70,0,0,0,0,0,4.89,0,0,0
 72-82,0,3.42,0,0,0,8.72,0,3.15,0
 84-94,0,1.07,0,0,0,14.35,0,0,0
 96-106,0,7.7,0,0,0.57,32.16,0,0,0
108-118,0,4.58,0,0.66,0,59.3,1.56,7.29,0
120,0,8.23,1.66,2.13,0,28.5,5.59,6.99,1.22
