stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.99,160.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.65,0,0,0,0,0,0,0,0,0,0
  5-6,0,272.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.19,24.46,0,3.78,0,0,0,9.24,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,357.63,12.13,0,0,22.81,0,7.54,4.77,0,0,0,0,0,0,0,0,0
 10-12,0,7.32,0,19.78,0,0,0,30.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.95,9.3,0,0,51.03,0,0,5.85,0,10.55,0,0,0,0,0,0,0
 14-21,0,0,0,5.53,96.33,2.13,0,8.81,0,0,4.13,1.16,0,0,0,0.95,0,0,27.43,2.09,13.25,0,0,12.11,97.06,4.01,0,0,0.86,0,41.3,0,13.4,0,7.58,19.97,0,0,4.66,0,0
 24-34,0,0,0.9,1.68,20.65,0.6,0,12.59,2.15,0,3.83,3.44,0,0,5.72,0,0,2.54,237.39,2.28,33.07,0,0,10.29,94.31,1.42,2.12,0.67,0,0,108.74,0,0,0,3.17,23.22,0,0,10.57,0,5.65
 36-46,0,0,0,0,25.5,0,0,18.44,0.57,0,5.34,4.01,0.66,2.01,8.49,0,0,1.15,88.31,1.46,32.1,3.23,0,3.26,44.72,5.95,2.5,0.67,0,0,99.1,0,0,0.86,0,23.72,0,0,5.71,0,6.59
 48-58,0,0,0.59,0,13.91,0,0,7.46,6.91,1.13,5.9,5.57,0,0,10.7,0,0,1.47,110.12,0.51,22.78,0,1.58,3.67,62.85,0,1.87,6.38,0,0,80.06,0,0,0,0,14.5,0,0,7.33,0.9,1.52
 60-70,0,0,0,0,8.68,0,0,15.73,1.91,0,5.44,48.05,0,0,0,0,5.62,0.67,26.59,2.22,26.92,0,1.83,0.67,16.07,0,0,0,0,0.84,41.75,0,0,7.37,0,8.13,0,0.73,0,0,10.34
 72-82,0,0,0.78,3.31,3.85,4.28,1.16,9.11,0,2.05,8.82,109.32,0,0,1.81,0,0,1.54,17.44,0,29.85,0,1.07,3.78,19.4,0,0,1.16,0,0.84,12.36,0,0,0,0,2.62,0,0,0,1.73,0
 84-94,0,0,0,1,39.53,8.26,0,54.34,1.68,4.25,15.08,180,0,3.68,14,0,0.81,0.78,24.16,1.28,43.33,0,0,8.01,38.6,0,5.42,1.14,0,0,116.15,0,0,0,0,7.81,4.07,0,9.51,3.01,1.21
 96-106,0,0,1.36,0,24.99,22.23,0,75.08,0.73,2.57,33.81,439.39,0,1.39,5.47,1.67,0.89,4.39,38.8,0,73.79,4.24,5.69,4.09,165.82,0,5.68,1.64,0,3.28,28.1,0,0,1.41,0,23.09,3.52,0.9,3.8,1.63,2.44
108-118,0,0,6.63,0,66.2,3.01,0,250.88,1.46,8.24,41.68,682.69,0,1.03,4.34,1.23,0,4.66,12.96,0.53,89.97,0.83,6.34,10.45,267.54,0,2.04,0.67,0,1.07,79.03,0,0,0.51,0,9.77,0.89,0,4.15,0,9.44
120,0,0,0,0,21.39,4.36,0,127.17,1.11,3.94,54.55,455.75,0,0,1.42,1.61,0,6.56,32.29,0,70.74,0,0,3.42,182.4,0,2.88,0,0,0,29.46,0,0,3.69,0,14.66,2.2,0,3.49,0,0
