stage,eye,glial,immune,mesenchyme,mural_cell,neural,spinal_cord
 24-34,1.24,0,0,0,0,1.58,0.69
 36-46,0,0,0,0,0,2.75,0
 48-58,0.76,0,0,0,0,3.8,0.47
 60-70,0,0.75,0,0,0,0,0
 72-82,0,2.77,0.53,0.81,0,0.81,0.81
 84-94,3.83,0,0,0,0,0,0
 96-106,0,3.94,0.64,10.01,0.8,0,0
