stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,49.07,877.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.66,0,0,0,0,0,0,0,0,0,0
  5-6,75.12,1014.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.52,87.58,0,40.72,0,0,0,156.08,0,0,0,0,0,29.14,0,0,0,0,0,0,0,0,0,0,0,1420.45,79.01,0,0,503.72,0,0,4.57,0,0,0,0,0,0,0,0,0
 10-12,0,40.76,0,145.6,0,19.49,0,153.5,0,0,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,1409.61,91.2,0,0,512.87,0,7.72,8.58,0,22.21,5.61,0,0,0,0,0,0
 14-21,0,0,1.87,2.03,35.86,4.91,0,18.7,0,1,0,24.77,1.28,0,0,0,0,0,0,0,0,42.24,0,0,19.8,267.21,6.42,12.29,3.51,4.71,0,0,4.43,17.2,10.54,26.15,131.77,0,0,7.02,0,0
 24-34,0,0,3.32,1.26,11.9,2.35,0,58.69,0,0,0,32.38,1.19,0,3.01,0.64,0,0.83,0,1.38,0.67,72.5,0,0,22.71,495.69,14.87,46.89,6.19,0,0,5.58,0,0,5.25,2.96,152.22,0,0,15.68,0,0
 36-46,0,0,0,0,16.33,0,0,80.16,0,0,5.96,41.91,0,0,2.79,0,0,0,4.33,0,0.66,77.86,0,1.59,11.05,470.56,2.61,79.7,2.11,0,0,0.67,0.81,1.05,1.34,0,134.67,0,0,4.62,0,2.51
 48-58,0,0,0,0,5.18,0,0,101.76,0,5.89,2.27,50.37,4.28,0,1.17,0,0,4.71,1.42,0,3.82,70.91,0,2.76,11.64,271.85,0.49,55.1,7.63,0,0,0,0,0,1.66,0,93.41,0,0.64,2.84,0,2.46
 60-70,0,0,0,0,14.45,0.6,0,132.65,0.58,0.96,0,59.46,3.31,0,0,0,0,0,0.64,0.87,0,71.91,0,6.2,9.84,284.35,5.17,53.94,6.24,0,0,0,0,0,0.58,0,72.01,0,0.57,5.48,0,11.83
 72-82,0,0,1.79,0,7.88,0.5,0,140.76,5.42,0,17.52,82.1,2.18,0,2.4,0.5,0,0.64,6.26,0,0,104.17,0,1.9,9.77,285.31,2.69,101.01,14.47,0,0,0.57,0,0,3.6,0,39.73,0,1.96,8.63,7.32,5.41
 84-94,0,0,0,1.01,16.43,1.8,1.17,134.18,0,0,3.52,26.99,5.05,0,0.97,4.24,0.56,0.55,1.52,2.1,0.72,135.85,0,6.49,2.64,257.58,0.65,45.12,14.21,0,0,1.7,0,0,0.62,0,19.14,0.85,2.42,4.12,3.63,0
 96-106,0,0,0,0,2.7,13.13,0,88.31,0,0,5.35,61.02,3.97,0,1.77,3.82,0,3.37,8.78,0,0.67,101.85,0.67,4.09,8.06,194.59,0,111.56,15.17,0,3.49,0.81,0,0,1.43,0,28.71,0,1.98,8.06,3.25,0
108-118,0,0,2.47,0,17.07,6.1,0.55,127.76,0.54,1.65,3.03,60.47,0.67,0,0.8,7.55,0.48,1.9,8.59,5.62,1.95,145.75,0,10.31,15.27,268.1,5.33,60.47,15.54,0,2.81,3.82,0,0,0.41,0,22.35,0,7.33,5.88,1.44,3.77
120,0,0,0,0,20.13,1.59,0,129.08,0,10.7,14.92,132.75,14.77,0,0,13.95,0,1.05,8.76,0,0,153.21,0,0,7.63,486.89,0,102.12,24.18,0,17.39,17.24,0,0,0,0,33.74,0,1.52,3.03,21.91,1.1
