stage,epidermis,eye,glial,mesenchyme,muscle,neural,notochord,olfactory,periderm,spinal.cord,vasculature
 14-21,1.65,0,0,0,0,0,0,0,4.65,0,0
 24-34,0,0,0,0,0,0,0,0,0.94,2.68,0
 36-46,0,0,0,0,0,6.53,0,3.49,0,0,0
 48-58,0,6.38,0,0,0,11.04,0,0,0,0,0
 60-70,0,0,0,0,0,7.95,0,2.28,0,0,0
 72-82,0,0,0,3.94,0,6.4,0,0.93,0,9.44,0
 84-94,0,0,0.7,2.01,0,5.57,2.22,0,0,0,0
 96-106,0,0,0,2.34,0,5.73,0,0,0,0,0
108-118,0,15.64,0,3.61,2.97,7.62,0,0,0,0,0.55
120,0,8.44,0,0,0,0,0,0,0,0,0
