stage,eye,neural,periderm,vasculature
  3-4,0,0,29.26,0
  7-9,0,4.91,0,0
 10-12,0,3.14,0,0
 36-46,0,0,0,0.58
 72-82,0,17.16,0,0
 84-94,16.62,16.55,0,0
108-118,0,5.42,0,0
120,0,24.65,0,0
