stage,epidermis,fin_mesenchyme,mesenchyme,muscle,neural,otic,presomitic_mesoderm,spinal_cord
  7-9,0,0,0,0,5.01,0,0,0
 14-21,0,0,0,0,0,0,1.01,0
 24-34,0,0,1.52,0,0.87,0,0,0
 36-46,0,0,0,0,1.44,0,0,0
 48-58,0,0,0,0,2.21,0,0,1.42
 60-70,2.36,0,0,0,3.93,0,0,0
 72-82,0,0,0,0,0.79,0,0,0
 84-94,0,0.57,0,0,4.17,0,0,0
 96-106,0,0,0,0,0,2.73,0,0
108-118,0,0,0.94,0,2.63,0,0,0
120,0,0,0,2.33,11.6,0,0,0
