stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,16.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.46,0,0,0,0,0,1162.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.69,0,0,0,64.58,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,116.08,0,13.78,0,0,0,6229.68,0,0,0,0,0,6.38,0,0,0,0,0,5.32,0,0,0,0,0,4012.31,12.82,0,0,200.04,0,4.05,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,23.89,3.17,0,904.29,0,0,0,3.79,0,0,0.82,0,0,0,0,0,0,42.52,0,0,10.33,3130.82,1.03,97.12,0,0.89,0,0,13.12,0.85,0,2.58,31.64,0,0,0,0,0
 24-34,0,0,0,18.97,1.27,0,680.29,0,1.87,13.54,120.67,0,0,0,0,0,0,0,2.41,0,153.62,0,0,34.34,5063.27,4.71,282,0.94,1,0,5.73,0,4.47,0,38.43,91.31,0,0,7.35,0,0.77
 36-46,0,0,0,16.88,0,0,562.59,0.87,8.41,51.46,171.84,0,1.26,1.5,1.95,0,0,0,0,5.12,144.23,0,0,25.23,9171.53,1.17,245.12,2.87,0,0,1,0,0,0,0,115.57,0,0,2.73,0,3.47
 48-58,0,0,0,35.26,6.04,0,1408.46,0.68,25.84,77.31,226.43,0,0,0,2.89,0.5,4.37,1.35,1.98,9.78,181.36,0,9.64,37.78,11627.22,5.13,144.21,2.17,6.64,0,3.51,0,0,0.9,0,300.5,0,0,4.66,0,17.22
 60-70,0,0,0,23.22,1.55,0,1879.2,17.77,3.8,124.69,279.04,4.04,0,0,1.22,0,1.14,0,0,0,130.27,0,14.75,43.33,8796.39,5.19,97.15,0,0,0,19.47,0,0,0,0,143.92,0,0,8.53,2.27,9.96
 72-82,0,0.61,0,40.47,5.41,0,1341.05,4.57,0.64,91.83,277.18,0,0,1.32,5.5,0,0.9,0,6.97,3.59,164.41,1.2,6.44,36.43,5025.96,0,122.51,1.82,0,0.71,6.77,0,0,0,0,118.03,2.33,1.6,6.19,4.61,0.67
 84-94,0,0,0,33.27,0,1.48,1074.06,22.43,6.96,111.9,242.26,5.25,0,1.31,1.83,4.16,6.82,0.58,6.85,0,134.82,2.35,1.81,36.03,3397.74,0,132.98,0,0,0,10.26,0,0.92,0.68,0,101.25,1.89,0,0.8,5.76,0
 96-106,0,0,0,45.45,5.49,1.14,806.12,3.68,1.25,86.79,259.41,0.71,0,0,9.52,0.59,3.49,0,0,0,149.74,0,3.73,26.21,2703.78,0,173.73,11.5,0,1.91,10.88,0,0,1.15,0,34.97,0.59,0,1.43,1.67,3.65
108-118,0,0,0,40,5.91,0,762.05,8.3,0.58,87.5,312.74,1.83,0,0,7.24,2.01,3.28,1.38,11.28,0,135.68,0.77,1.23,13.76,3066.45,0,122.21,0,0,0,7.36,0,0,0,0,14.51,0,1.11,0,4.68,0
120,0,0,0,24.67,7.52,0,984.62,8.31,3.01,69.4,369.49,8.4,0,0,17.77,0,6.33,0,0,0,149.81,0,13.76,22.72,3832.63,0,198.53,0,0,0,6.16,0,1.62,0,0,22.18,0,0,0,0,0
