stage,axial,blastomeres,eye,ionocyte,neural,paraxial_mesoderm,periderm
  3-4,26.18,78.5,0,0,0,0,12.39
  5-6,15.08,114.21,0,0,0,12.41,0
  7-9,5.13,0,4.86,0,42.46,19.87,0
 10-12,0,0,10.62,0,59.48,20.54,0
 24-34,0,0,0,0,0.89,0,0
 36-46,0,0,0,0,0.74,0,0
 72-82,0,0,1.66,0,0,0,0
 96-106,0,0,0,0.68,0,0,0
