stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fin.mesenchyme,glial,gut,heart,immune,ionocyte,lateral.line,liver,melanocytes,mesenchyme,mural.cell,muscle,neural,olfactory,otic,pericytes,periderm,pgc,pronephros,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0.63,0,0,0,0,0,0,1.77,0,0,0,1.83,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,1.76,0,0,0,0,3.47,0,0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0,0
 48-58,0,0,0,0,0.6,0,0,1.88,0,0,0,0,9.83,0,0,0,0,2.38,0,0,0,0.52,0,0,0.56,0,0,0,0
 60-70,0,0,1.55,0,0,0,0,21.26,0,0,0,0,18.47,0,8.73,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0
 72-82,2.78,0,2.93,0,4.33,0,0,4.09,0,0,0,0,112,2.67,2.68,0,0,6.94,0,0,1.97,0,0,0,0,0,0,0,1.88
 84-94,0,1.53,0,0,1.12,0,0,14.4,0.78,0,0,0,444.65,0,1.21,2.32,0,18.82,0,0,0,0,0,0,0,0,0,0,0
 96-106,8.67,3.32,6.12,1.74,10.79,0,2.9,25.22,0,0,0.56,0,719.83,0,3.77,0,4.62,76.93,1.34,0.64,3.71,2.66,0,0,0,0,4.29,0.72,0.8
108-118,9.62,0.68,2.94,1.3,12.29,0,4.61,35.12,1.01,0.53,0,1.77,1273.57,0.44,16.52,1.17,0.57,96.21,0.49,0,0,0,0,0.44,0,1.53,2.8,1.13,0
120,7.28,0,0,0,0,2.6,0,19.91,0,0,0,0,588.6,0,4.28,6.62,0,56.86,0,0,0,7.7,0,0,0,0,0,0,0
