stage,eye,neural,olfactory,spinal.cord
 24-34,0,1.45,0,0
 36-46,0,2.06,1.34,0
 48-58,0,2.35,0,0
 60-70,0.8,1.02,0,1.15
 72-82,2.35,10.4,0,0
 84-94,0,1.12,0,0
 96-106,4.42,2.11,0.71,0
108-118,2.66,4.42,0,0
120,2.94,22.78,0,0
