stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,19.68,2035.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89,0,0,0,0,0,0,0,0,0,0
  5-6,155.4,1737.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.08,0,8.24,0,0,0,0,0,0,0,0,0,0
  7-9,17.66,16.55,0,12.62,0,0,0,36.57,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,597.52,10.42,0,0,197.73,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.88,0,33.88,0,5.31,0,53.94,0,0,0,0,0,13.77,0,0,0,0,0,0,0,0,0,0,0,786.33,18.01,0,0,289.34,0,14.24,0,10.87,0,9.2,0,0,0,0,0,0
 14-21,0,0,1.89,4.92,58.91,13.93,0,11.03,0,0.82,0,11.81,1.91,4.03,0,0,3.47,0,0,4.15,0,16.62,0,0,3.54,251.08,6.97,3.05,4.18,1.77,0,5.73,30.34,5.36,1.92,13.77,100.45,0,0,5.31,0,0
 24-34,0,0,3.78,3.13,33.96,0.78,0,42.61,0,3.01,0.83,17.85,0,0,5.9,0,9.79,0,4.84,0.61,0.62,46.47,0.61,0,22.45,747.81,5.03,21.7,7.98,0,3.82,57.84,0,3.07,0.6,10.5,182.5,0,0,27.49,0,0.87
 36-46,0,0,0,0,22.82,2.87,0,161.1,1.75,8.89,2.91,47.21,0.74,0,0.56,13.57,1.52,1.33,4.58,0,21.93,74.62,1.42,1.41,17.25,1321.29,5.8,14.07,11.95,0,0,114.22,0,6.6,0,0,306.34,0,0,4.03,0,5.53
 48-58,0,0,0.46,0,19.53,2.89,0,283.45,2.04,5.36,4.34,67.1,0.39,0.37,1.35,10.26,10.66,0.4,1.97,0.86,5.81,97.04,2.32,5.02,14.61,1271.89,0,8.05,4.96,0,0,50.42,0,2.1,0.89,0,277,0,0.44,13.32,0,5.59
 60-70,0,0,0,0,23.55,6.81,0,593.07,1.88,6.21,5.24,68.67,5.1,5.13,0,15.48,2.54,6.69,0,1.98,4.05,136.72,0,1.45,8.59,1407.44,2.42,17.55,18.02,0,1.19,67.81,0,7.51,0,0,232.14,0.77,1,19.67,0,17.15
 72-82,0,0,0.87,0,9.2,16.91,0,558.64,0,0.55,13.64,61.97,5.71,0,2.42,13.88,3.62,4.1,4.8,0,2.88,199.49,1.95,10.76,13.79,1061.49,0.58,18.92,16.65,0,0,20.6,0,0,0,0,136.99,6.12,1.29,7.51,6.86,18.06
 84-94,0,0,0.84,0,25.33,10.85,2.96,396.35,1.24,6.31,5.44,54.78,9.48,0,2.8,9.75,2.99,6.59,0.78,0.57,0,105.27,0,4.26,10.08,684.63,2.99,14.21,15.14,0,0,77.21,0,2.15,7.9,0,99.24,9.33,2.64,8.8,2.49,5.14
 96-106,0,0,1.69,0,24.37,3.63,3.18,313.9,0,1.29,0,52.61,7.62,0,4.21,6.59,1.3,0,5.44,9.73,0,86.44,1.67,6.01,6.24,446.29,1.51,9.64,10.36,0,1.33,81.17,0,0.6,0,0,25.48,0,3.34,1.31,7.87,3.99
108-118,0,0,2.92,0,39.03,1.98,2.34,212.96,1.15,2.42,9.56,33.68,12.43,0,1.09,9.56,3.48,5.29,9.6,8.29,10.09,107.46,6.13,17.09,7.55,702.9,0.43,8.61,14.7,0,0,34.9,0,0.9,0,0,22.65,3.88,3.27,11.71,0,2.16
120,0,0,0,0,26.55,13.61,0,313.29,1.04,1.23,0,60.08,8.08,0,0,16.95,1.89,0,0,7.55,0,193.91,0,13.74,4.83,1222.16,6.42,22.83,34.62,0,0,52.42,0,1.02,10.96,0,58.42,0,6.5,16.78,9,2.85
