stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,53.4,1418.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.83,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.49,1990.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,0,0,0,6.17,0,96.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,96.23,47.47,0,138.16,0,0,0,109.08,0,0,0,0,26.65,0,0,0,0,0,0,0,0,0,0,0,771.81,30.19,0,0,327.56,0,3.33,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.31,0,22.2,0,8.31,0,43.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.1,12.04,0,0,128.52,0,3.81,0,0,49.39,0,0,0,0,0,0,0,0
 14-21,0,0,0,7.02,25.15,5.39,0,25.05,0,0,3.06,2.41,0,0,0,0,0,0,0,0,18.47,0,0,5.52,202.28,1.96,0,2.93,7.95,0,23.01,0,14.11,0,0,11.36,31.78,0,0,1.24,0,0
 24-34,0,0,0,0.65,7.68,6.41,0,32.97,0,1.02,3.41,1.01,0,1,3.06,0,0,0,1.9,0,15.28,0,0,7.39,202.18,0,1.09,3.69,0,0,17.87,0,0,2.25,0,0,45.15,0,0,9.86,0,0
 36-46,0,0,0,0,14.51,0,0,17.69,0,0.62,7.79,1.15,0,0,2.1,0,4.99,0.77,0.59,7.01,9.94,3.23,0.71,2.35,138.43,0,2.2,4.14,0,0,15.42,0.81,0,2.85,0,0,31.24,0,0,21.04,0,0
 48-58,0,0,0.54,0,9.78,0,0,17.86,16.48,0,4.77,4.97,0,0,0.8,0,1.75,3.68,0,0,14.97,0,0.41,5.36,90.2,0,0.76,8.56,0,0,2.38,0,0,0.44,4.36,0,6.42,0,0,3.04,0,0
 60-70,0,0,0,0,23.3,0,0,20.83,1.28,0,18.35,0,0,0.79,11.26,5.75,0,1.82,0,0,28.09,5.63,0,2.07,78.48,0,3.21,2.37,0,0,7.12,0,0,1.21,0,0,3.73,0,0,2.61,0,7.04
 72-82,0,0,0,0,2.91,0,0.72,33.66,1.51,4.37,24.26,8.61,0,0,7.12,2.12,1.65,2.17,6.14,0.87,61.98,0,0,4.06,66.11,0.89,1.8,6.14,0,2.98,14.95,0,0,1.99,0,0,5.87,0.68,0,23.15,1.75,9.22
 84-94,0,0,0,0,6.99,8.93,2.6,27.56,0,1.17,11.76,6.23,0,0,7.91,11.05,6.73,1.58,1.45,0.98,63.33,0,2.99,12.28,45.08,2.06,2.66,4.58,0,0,14.28,0,0,5.84,0,0,12.26,1.37,0.84,7.93,0,1.5
 96-106,0,0,1.44,0,21.32,5.98,1.6,47.28,0,1.76,37.51,7.19,0,3.28,6.1,0.74,0,5.85,4.8,0,68.27,0,2.01,5.3,77.81,3.83,2.89,2.97,0,3.99,21.85,0,0,3.69,0,0,0,0,2.06,18.44,1.53,0
108-118,0,0,0,0,30.93,2.38,6.53,59.35,4.2,0,50.24,7.76,0,0,9.71,2.9,1.45,6.83,12.56,0,87.8,0,5.53,10.54,106.04,2.34,0.57,3.17,0,3.11,19.6,0,0,3.39,0,0,8.01,4.3,0,8.89,0,1.55
120,0,0,0,0,26.45,1.91,3.02,20.99,10.19,5.63,38.38,24.52,0,0,19.14,1.48,8.24,2.64,4.59,0,146.12,1.72,6.51,12.23,113.1,2.01,2.88,6.19,0,6.17,15.21,0,0,3.22,0,0,1.81,6.72,0,24.68,9.56,0
