stage,epidermis,eye,glial,iridophores,lateral.line,mesenchyme,neural,olfactory,spinal.cord
 24-34,0,0,0,0,0,0,15.15,0,2.18
 36-46,0,0,0,0,0,0,24.96,1.07,3.38
 48-58,0,5.8,0,0,0,0,32.09,0,6.79
 60-70,0,1.71,0,7.43,0,0,79.23,0,10.87
 72-82,0,5.74,0.53,0,0,1.53,77.8,2.91,2.32
 84-94,0,6.02,0,0,0,0,58.02,0,9.46
 96-106,1.27,2.4,0,0,0,0,42.78,0,0
108-118,0,6.16,0,0,1.58,0,66.66,0,9.87
120,1.34,0,0,0,0,0,103.96,0,0
