stage,blastomeres,epidermis,eye,mesenchyme,neural,olfactory,paraxial.mesoderm,periderm,spinal.cord
  5-6,7.1,0,0,0,0,0,12.15,0,0
  7-9,0,0,0,0,5.48,0,0,0,0
 14-21,0,0,0,0,72.13,0,0,0,0
 24-34,0,0,0,0,273.71,1.08,0,10.32,6.01
 36-46,0,0,0,0,443.09,0,0,0.83,1.62
 48-58,0,0,1.3,0,196.4,0,0,0,0
 60-70,0,0,3.02,0,184.13,0,0,6.72,0
 72-82,0,0.81,2.8,2.17,667.27,0,0,0,1.71
 84-94,0,0,0.57,0,35.58,0,0,0,0
 96-106,0,0,0,0,174.35,0,0,0,0
108-118,0,0,0,0,155.73,0,0,0,0
120,0,0,7.26,0,7.14,0,0,0,0
