stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,295.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0
  5-6,12.98,214.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.32,0,10.71,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.48,3.26,0,0,49.19,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.56,33.57,0,0,86.08,0,0,0,4.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,5.61,14.57,4.58,5.56,0,0,0,2.73,0,2.21,0,0,0,0,0,0,0,5.64,0,0,2.07,53.42,0,0,1203.4,2.76,0,0.97,17.81,0,4.31,8.44,6.34,0,0,8.99,0,0
 24-34,0,0,0,0,7.99,1.41,4.82,0,1.88,0.64,2.95,0,0,10.06,0,0,0,0,0,0,13.52,0,0,6.96,80.32,2.38,0,867.18,0,0,4.56,0,0,0,1.43,22.07,0,0,4.42,0,0
 36-46,0,0,0,0,13.52,0,20.42,0,2.68,0,19.32,0,0,0,7.57,0,1.76,0,0,1.15,27.61,0,0,0.61,127.58,1.33,1.45,750.58,0,0,4.96,0,17.23,0,0,23.98,0,0,0,0,4.42
 48-58,0,0,0,0,3.89,1.79,36.94,0.67,0,0.67,20.01,2.21,0,0,0,1.11,2.33,0,0,0,39.57,0,3.39,2.34,135.76,0,1.94,806.31,0,0,0.9,0,0,0,0,41.62,0,0,0.91,0,5.11
 60-70,0,0,0,0,7.95,0.61,58.34,0,0,1.59,15.61,0,4.48,0,0,7.06,0,0,0,0,78.72,0,0,1.63,171.08,4.78,1.19,845.62,0,0,12.39,0,0,0,0,24.36,0,22.6,0,0,5.49
 72-82,0,0,0.5,0,1.91,2.04,58.94,0,0,0.88,17.87,3.4,0,0,6.62,0,0,0.68,0,0,82.1,0,4.41,2.55,131.96,2.7,1.49,1332.42,0,0,0,0,0,0,0,16.42,0.92,14.94,3.01,0,1.3
 84-94,0,0,0,0,8.46,0.57,51.63,0,0.82,0,19.29,0,0,1.46,1,0.69,3.19,0,0,0,49.25,0,0.89,1.57,97.04,1.08,2.1,1858.59,0,0,2.44,0,0.87,0,0,10.57,0,29.66,1.17,2.93,7.25
 96-106,0,0,0.88,0,74.57,8.98,50.32,0,4.75,0,21.35,0,0,0,1.83,0,3.75,3.16,2.69,4.07,80.57,2.03,7.03,2.36,85.65,0.58,4.75,2137.39,0,4.63,7.54,0,1.05,0,0,3.91,7.07,49.6,3.02,0,0
108-118,0,0,0,0,8.36,0.55,62.39,0,2.48,3.35,10.33,0.43,0,0,1.45,2.27,7.69,0,1.55,0,83.53,0,1.7,4.05,102.51,2.63,2.99,1942.97,0,0,10.88,0,0,0,0,0,0.58,97.74,3.47,0.72,0
120,2.23,0,0,0,71.07,0,43.1,0,12.49,1.66,32.93,3.54,0,0,4.37,0,0,5.48,0,0,50.56,1.15,0,1.28,168.24,0,14.1,1130.88,0,0,1.02,0,0,0,0,11.49,0,35.29,0,0,0
