stage,epidermis,eye,glial,gut,ionocyte,mucous,neural,notochord,periderm,spinal.cord,taste
 10-12,0,0,0,0,0,0,9.02,5.15,0,0,0
 14-21,0.97,0,0,0,0,0,0.98,0,0,0,0
 24-34,3.2,0.61,0,0,0,0,1.26,0,0.76,1.64,0
 36-46,0,1.08,0,0,0,0,5.76,0.88,0,0,0
 48-58,0,0,0,0,0,0,6.14,0,5.79,0,0
 60-70,0,3.61,4.94,3.6,0,0,29.68,0,0,0,0
 72-82,0,0,0,0,0,0,8.92,0,0,0,0.74
 84-94,0,0,0.7,0,0,0,0,0,0,0,0
 96-106,0,2.16,0,0,0,0,1.52,0,2.49,0,0
108-118,0,0,0,0,0.67,0,0,0,4.07,3.36,0
120,0,0,0,0,0,3.01,0,0,1.95,0,0
