stage,erythrocytes,glial,gut,lateral_line,liver,mesenchyme,muscle,neural,notochord,periderm,spinal_cord,vasculature
 14-21,0,0,0,0,0,0,0.95,0.95,0,0,0,0
 24-34,0,0,0,0.63,1.61,0,0,0.88,0,0,1.9,1.55
 36-46,1.22,0,0,0,0,0,0,0.65,1.06,0,0.61,0
 48-58,0,0,0,0,0,0,0,2.9,0,0,0.61,0
 60-70,0,0,0,0,0,0.81,0,0,0,0,0,0
 72-82,0,7.29,0,0,0,1.42,0,0,0,0,4.28,0
 84-94,0,0,0,0,0,2.06,0,5.16,0,0,0,0.56
 96-106,0,0,0,0,0,0,0,0,0,2.76,0,0
108-118,0,0,0.7,0,0,0,0,0,0,0,0,0
