stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,303.79,5791.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.72,0,0,0,0,0,0,0,0,0,0,0
  5-6,465.25,5359.15,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.77,45.48,0,0,33.7,45.95,0,0,0,0,0,0,0,0,0,0,0
  7-9,102.82,69.47,0,73.52,0,0,0,224.27,0,0,0,0,0,56.86,0,0,0,0,0,0,0,0,0,0,0,2246.99,72,0,0,724.88,0,53.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.26,0,93.5,0,0,0,142.95,0,0,0,0,0,10.68,0,0,0,0,0,0,0,0,0,0,0,1209.23,55.72,0,0,514.77,0,3.78,0,39.44,0,0,3.28,0,0,0,0,0
 14-21,0,0,1.24,2.67,24.16,4.29,0,0.93,0,0,0,3.6,0,0.98,0,0,0,0,0,2.77,1.13,10.46,0,0,17.45,82.83,1.72,1.37,1.09,0,7.58,1.12,8.43,2.05,0,11.03,34.91,0,0,0,0,0
 24-34,0,0,0,2.88,5.24,0,0,12.17,0,0,0,5.28,0,0,0,0.91,0,0,0,10.78,22.87,25.44,0,0,11.09,121.81,1.44,0,2.35,0,51.51,0,0,1.17,0,0.66,35.22,0,0,4.13,0,0
 36-46,0,0,0,0,1.65,2.45,0,16.03,0,0,1.7,5.6,0,0,0.79,0,0,0,0,0,6.93,33.87,0,0,4.48,82.94,0.55,1.02,3.79,0,38.51,0,0,2.03,0,0,26.73,0,0,4.07,0,22.91
 48-58,0,0,0,0,0.55,4.08,0,34.22,1.24,0,0.94,18.01,1.77,0,2.13,2.01,0,3.23,0,0.6,0,34.24,0,2.59,5.76,137.82,0,0,2.49,0,30.58,0,0,0,3.37,0,17.88,0,0,5.16,0,0
 60-70,0,0,0,0,0,0,0,72.81,0.62,7.11,0,15.42,1.9,0,0,19.78,1.69,0.72,0,0,0,17.53,0,0,0,124.96,0,0,0.63,0,25.51,0,0,0,0.67,0,27.72,0,0,0,0,2.89
 72-82,0,0,0,0,5.95,3.67,0,37,0,0,0,3.02,3.29,0,0.55,3.03,0,0,0.72,0,0,19.93,0,0,0.68,86.28,0,0.53,1.25,0,11.72,0,0,0,0,0,15.07,0,0,4.44,0,1.68
 84-94,0,0,0,0,11.61,27.5,0,49.51,0,1.24,0,8.02,1.6,0,0,13.4,0.67,2.61,0,8.73,0,28.27,0,0,2.63,86.93,0,0.8,15.4,0,36.24,0,0,0,0,0,2.13,0.62,0,1.59,1.57,16.04
 96-106,0,0,0,0,5.16,31.91,1.73,64.39,0,0,0,0,1.96,0,1.33,2.88,0,0.73,0,0,0,5.83,1.94,0,1.08,93.29,0,3.51,8.86,0,26.31,0,0,0,0.6,0,3.77,0,0,1.42,0,2.76
108-118,0,0,0,0.74,14.24,5.88,19.34,41.78,1.24,1.16,0.93,3.05,4.56,0,0,4.2,0,1.44,0.43,0.68,0.68,23.63,4.16,3.08,0.5,111.48,0.47,1.18,7.01,0,7.65,0,0,0,1.18,0,1.12,0,1.1,9.92,0,8.09
120,0,0,0,0,4.21,0,1.61,57.87,0,0,0,15.64,18.58,0,0,17.81,0,0,0,0,11.42,17.14,0,0,1.49,169.88,9.66,0,4.67,0,5.3,0,0,2.89,0,0,12.31,0,0,3.55,0,0
