stage,epidermis,exocrine.pancreas,fin.epithelia,gut,ionocyte,liver,mural.cell,neural,otic,vascular.smooth.muscle
 14-21,0.96,0,0,0,0,0,0,0,0,0
 24-34,7.57,0,0,0,0,0,0,0,0,0
 36-46,4.93,0,1.39,0,0,0,0,1.4,0,0
 48-58,2.32,0,2.79,0,0,0,0,0.64,0.54,0
 60-70,0,0,1.01,0,6.34,0,0,0.66,0,0.73
 72-82,2.44,0,0,0,2.33,0,0,0,0,0.93
 84-94,0,0,0,0,0,0,3.36,10.02,0,0
 96-106,4.1,0,1.01,0,0,3.05,0,0,0,0
108-118,0,0.53,0,2.4,0,0,0,0,0,0
120,1.56,0,1.88,0,0,0,0,0,0,0
