stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2.33,9.12,132.06,25.43,0,25.08,0,0,0,5.93,5.17,5.32,7.98,0,8.49,0,0,25.22,1.01,33.25,0,0,24.02,430.81,60.15,4.85,3.06,11.64,0,119.79,2.17,48.51,7.74,8.16,67.96,180.83,0,0,8.2,0,0
 24-34,2.47,3.69,92.71,2.17,0,118.84,0.83,12.48,6.95,25.61,0.73,1.71,10.28,2.46,9.71,2.73,2.02,3.29,5.8,145.52,3.91,4.65,63.92,1374.62,47.04,10.38,15.99,0,0,262.7,0.98,4.67,10.71,6.61,23.71,330.58,0,0,89.38,0,4.26
 36-46,1.47,0,79.15,0,0,338.39,7.23,19.67,7.81,78.7,0.72,0.76,7.06,16.39,16.9,0,2.43,0.72,26.41,172.68,2.02,1.62,39.82,1903.95,26.78,19.47,2.81,0,0,220.1,2.69,0,3.67,3.69,0.69,381.59,0,0,56.54,0,9.22
 48-58,0,2.18,50.73,0.93,0,625.66,10.93,22.96,24.59,168.37,2.18,0,5.24,6.93,5.34,5.69,4.01,3.49,26.94,275.94,1.39,4.35,53.44,1587.73,15.89,3.62,20.16,0,0,173.82,0.65,0,10.4,0.47,0.55,335.1,0,1.65,62.18,0,23.69
 60-70,0.62,0,73.56,3.29,0,1064.03,21.05,33.27,27.35,161.24,14.02,0,11.36,12.45,5.83,13.37,3.75,11.51,13.7,397.38,5.62,17.59,51.72,1484.57,39.56,7.72,5.64,0,0.66,164.61,0.85,0,4.88,2.97,0,233.1,0.61,10.34,49.8,2.05,2.68
 72-82,3.11,0,49.38,33.8,0,748.02,11.27,12.94,20.34,140.05,5.32,1.11,6.84,16.4,2.98,12.3,1.2,3.3,20.69,399.25,6.5,12.38,32.45,1064.51,10.06,5.14,19.66,0,0,115.96,0,0,0.49,1.05,0,121.34,1.09,11.11,86.86,10.48,19.91
 84-94,3.05,1,100.84,19.29,0.76,571.11,6.85,34.52,7.75,119.93,15.1,3.37,4.49,11.72,5.61,11.86,5.58,0.57,41.97,296.27,4.87,17.93,20.7,676.69,11.42,1.37,9.76,0,0,300.53,0,0,2.34,1.27,0,75.88,5.05,5.9,83.53,17.38,7.38
 96-106,4.52,0,78.9,41.66,2.38,436.14,6.61,17.19,1.26,155.43,6.25,0,3.33,14.91,8.62,6.49,3.58,13.98,5.14,198.36,9.56,6.99,26.4,521.62,8.8,16.66,8.53,0,11.88,253.56,0.85,0,0.62,0,0,26.99,2.56,11.59,106.22,10.18,5.95
108-118,3.86,0,107.08,9.56,20.22,456.05,2.93,26.78,11.75,134.44,14.36,0,1.54,26.46,16.74,27.27,1.69,7.29,23.93,240.52,12.05,6.51,19.2,644.88,3.56,15.99,18.57,0,7.21,288.35,0.42,0,5.97,1.23,0,14.28,5.85,12.07,74.36,9.37,17.97
120,0,0,189.96,23.96,8.15,486.78,9.43,39.33,7.35,196.65,22.43,0,16.63,91.62,7.3,25.03,3.15,9.24,16.32,252.88,2.91,18.12,23.01,1064.72,13.2,30.8,5.18,0,23.85,263.73,0,0,8.18,0,0,71.46,4.94,3.47,171.35,20.3,29.26
