stage,blastomeres,erythrocytes,eye,glial,liver,mesenchyme,muscle,neural,paraxial_mesoderm,presomitic_mesoderm,spinal_cord,vasculature
  5-6,7.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,7.64,0,0,0
 14-21,0,0,0,0,0,0,0.9,1,0,1.23,0,0
 36-46,0,0,0.59,0,0,0,0,1.26,0,0,0,0.96
 48-58,0,0,0.71,0,0,0,0,1.97,0,0,0.82,0
 60-70,0,0,4.2,0,0,0,0,0,0,0,0,0
 72-82,0,0,3,0.82,0,0.92,0,0.8,0,0,0,0
 84-94,0,0,2.92,0,0,0,0,0,0,0,0,0
 96-106,0,1.01,0,0,9.42,0,0,2.69,0,0,0,0
108-118,0,0,0,0,0,0,0,11.66,0,0,0,0
