stage,axial,blastomeres,eye,hatching_gland,neural,paraxial_mesoderm,pgc,pronephros
  3-4,0,27.51,0,0,0,0,0,0
  5-6,9.98,35.93,0,0,0,0,0,0
  7-9,0,0,0,5.23,19.57,22.9,0,12.83
 10-12,0,0,0,0,13.86,0,5.62,0
 36-46,0,0,0,0,1.6,0,0,0
 48-58,0,0,5.97,0,9.11,0,0,0
