stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,502.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.51,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.46,331.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.13,7.28,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,6.66,0,0,36.93,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.1,0,7.11,0,0,0,55.65,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,588.04,21.1,0,0,82.66,0,0,18.96,0,21.31,0,5.73,5.88,0,0,0,0,0
 14-21,0,0,0,4.73,19.7,7.74,0,11.5,0,0,10.36,1.06,0,0,0,0.86,0,0,0,0,14.59,0,0,11.31,207.47,11.29,1.85,14.21,5.45,0,2.93,2.78,26.19,3.86,1.65,11.92,57.02,0,0,0,0,0
 24-34,0,0,0.6,0,14.82,1.89,0,55.95,0.81,0,11.62,0,2.18,2.01,0.8,1.31,0,0.63,0,0,53.42,0.71,0,11.13,506.32,1,15.79,3.98,0,0,12.95,0,0,0.61,0,2.93,97.78,0,0,18.28,0,0
 36-46,0,0,0,0,17.98,1.32,0,135.59,2.41,1.86,17.81,0,0,0,0,0,0,1.36,0,0,42.16,0,0,11.85,491.6,2.42,7.81,2.36,0,0,9.01,0.73,0,0,0,0,102.53,0,0,2.24,0,0
 48-58,0.77,0,0,0,10.54,0,0,127.18,3.37,3.75,34.79,0.49,0,2.36,2.38,1.54,0,0.5,0,0.45,39.5,0,1.77,7.27,323.6,0,5.95,0,0,0,6.11,0,0,0.45,0,0,65.14,0,0.61,4.51,0,0.74
 60-70,0,0,0,0,4.23,0.61,0,258.4,2.63,0.93,29.83,3.72,0,1.7,3.58,1.79,0,0,0,0,57.59,0,3.77,6.56,388.75,1.09,3.38,1.49,0,0,5.85,0,0,0.73,0.71,0,52.89,0,0,0,0,2.96
 72-82,0,0,0.97,0,5.73,3.02,0,177.31,1.43,1.87,35.54,0,0,0,3.39,0.5,0,1.73,0,0,84.49,0.55,2.74,4.42,301.71,0,3.98,1.88,0,0,5.92,0,0,1.4,0,0,42.43,0.67,3.83,8.56,1.53,6.9
 84-94,0,0,0,0,9.07,12.42,0,126.41,4.38,17.9,28.17,0.56,2.11,0,8.36,2.92,2.7,0.78,0,5.72,66.27,0,0,8.62,228.57,1.86,1.54,5.56,0,0,20.13,0,0,0.73,0.55,0,14.07,1.34,0,3.45,1.88,0.64
 96-106,0,0,1.04,0,22.09,22.32,0,90.07,0,0,47.44,4.76,0,0.86,0.8,0,0,1.28,1.06,0,63.37,1.94,4.57,2.83,209.65,0,9.27,7.51,0,2.14,37.81,0,0,0.87,0,0,22.58,0.58,0,28.02,0.86,3.99
108-118,0,0,1.18,0,4.83,0,5.62,62.45,3.22,1.61,48.33,1.57,0,1.87,5.95,3.4,0.61,0.51,0.7,1.1,63.09,0,1.8,6.95,219.1,0.52,6.87,3.67,0,0.92,8.07,0,0,0,0.69,0,3.55,0.91,0.5,15.93,0.42,1.14
120,0,0,0,0,17.99,6.15,0,122.82,0,0,82.18,2.12,0,0,4.61,1.67,1.17,0,0,0,44.67,0,0,1.65,326.02,6.6,0,6.23,0,0,14.76,0,0,0,0,0,16.9,6.78,1.46,12.18,0,3.18
