stage,blastomeres,epidermis,eye,glial,heart,mesenchyme,muscle,neural,olfactory,pronephros
  3-4,28.21,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,5.01,0,0
 24-34,0,0.83,0.91,0,0,0.72,0,8.93,0,0
 36-46,0,0,0,0,0.68,0,0,0,0,0.65
 48-58,0,0,4.7,0,0,0,0,0.99,0,0
 60-70,0,0,0,0,0,0,0,0,0.89,0
 72-82,0,0,0,0,0,0,3.83,0,0,0
 84-94,0,0,0,0,0,0.6,0,0,0,0
 96-106,0,0,0,0.84,0,0,0,0,0,0
