stage,liver,mesenchyme,mucous,muscle,neural,spinal_cord
 14-21,0,1,0,1,3.28,2.08
 24-34,0,0,0,0,1.01,0
 48-58,1.84,0,0,0,0,0
 60-70,0,0,0,0,1.62,1.05
 72-82,0,0,0,0,0,0.97
 84-94,0,0,0,0,0,2.07
108-118,0,0,0.8,0,0,0
120,0,0,0,0,2.61,0
